,recipe_title,총합_수분,총합_에너지(kcal),총합_에너지(kj),총합_단백질,총합_지방,총합_회분,총합_탄수화물,"총합_섬유질, 식이섬유",총합_당,총합_자당,총합_포도당,총합_과당,총합_유당,총합_엿당,총합_갈락토스,총합_칼슘,총합_철,총합_마그네슘,총합_인,총합_칼륨,총합_나트륨,총합_아연,총합_구리,총합_망간,총합_셀레늄,총합_플루오린,총합_비타민c,총합_티아민,총합_리보플라빈,총합_비타민b3,총합_비타민b5,총합_비타민b6,"총합_엽산, 총계",총합_엽산,"총합_엽산, 식품","총합_엽산, dfe",총합_콜린,총합_비타민b12,총합_비타민a(rae),총합_레티놀,"총합_카로틴, 베타","총합_카로틴, 알파",총합_베타-크립토잔틴,총합_비타민a(iu),총합_라이코펜,총합_루테인+제아잔틴,총합_비타민e(알파-토코페롤),"총합_비타민d(d2+d3),...",총합_비타민d(d2+d3),총합_비타민k(필로퀴논),"총합_지방산, 총포화지방산",총합_sfa 4:0,총합_sfa 6:0,총합_sfa 8:0,총합_sfa 10:0,총합_sfa 12:0,총합_sfa 14:0,총합_sfa 16:0,총합_sfa 18:0,"총합_지방산, 총 단일불포화지방산",총합_mufa 16:1,총합_mufa 18:1,총합_mufa 20:1,총합_mufa 22:1,"총합_지방산, 총 다중불포화지방산",총합_pufa 18:2,총합_pufa 18:3,총합_pufa 18:4,총합_pufa 20:4,총합_pufa 20:5 n-3 (epa),총합_pufa 22:5 n-3 (dpa),총합_pufa 22:6 n-3 (dha),총합_콜레스테롤,총합_알코올,총합_카페인,총합_테오브로민,총합_녹말,총합_베타인,총합_베타토코페롤,총합_감마토코페롤,총합_델타토코페롤,총합_알파토코트리에놀,총합_감마토코트리에놀,총합_비타민k,총합_sfa 15:0,총합_sfa 17:0,총합_sfa 20:0,총합_sfa 22:0,총합_sfa 24:0,총합_mufa 14:1,총합_mufa 15:1,총합_mufa 17:1,"총합_pufa 20:2 n-6 c,c",총합_pufa 20:3,"총합_지방산, 총 트랜스지방",총합_트립토판,총합_트레오닌,총합_이소류신,총합_류신,총합_라이신,총합_메티오닌,총합_시스틴,총합_페닐알라닌,총합_티로신,총합_발린,총합_아르기닌,총합_히스티딘,총합_알라닌,총합_아스파르트산,총합_글루탐산,총합_글리신,총합_프폴린,총합_세린,총합_질소,총합_에너지(수중 일반 요인),총합_에너지(수중 특정 요인),총합_sfa 13:0,총합_mufa 18:1 c,"총합_pufa 18:3 n-3 c,c,c (ala)","총합_pufa 18:3 n-6 c,c,c","총합_지방산, 총 트랜스-모노",총합_tfa 18:1 t,총합_하이드록시프롤린,총합_비타민d3(콜레칼시페롤),총합_바이오틴,총합_비타민d2(에르고칼시페롤),총합_mufa 16:1 c,"총합_pufa 18:2 n-6 c,c",총합_pufa 18:2 clas,총합_pufa 18:2 i,총합_스티그마스테롤,총합_캄페스테롤,총합_베타-시토스테롤,총합_총 식이섬유(aoac 2011.25),총합_고분자량 식이섬유,총합_저분자량 식이섬유,총합_총 당,총합_몰리브덴,총합_비타민k(메나퀴논-4),총합_mufa 22:1 c,총합_pufa 20:3 n-3,총합_pufa 20:3 n-6,총합_pufa 22:4,총합_tfa 16:1 t,총합_tfa 18:2 t 더 이상..,"총합_지방산, 총 트랜스-폴리에노익",총합_pufa 18:3i,총합_감마-카로틴,총합_알파-크립토잔틴,총합_베타-글루칸,총합_글루타티온,총합_에르고스타-7-에놀,"총합_에르고스타-7, 22-디에놀","총합_에르고스타-5, 7-디에놀",총합_에르고스테롤,총합_베타-시토스타놀,총합_델타-5-아베나스테롤,총합_델타-7-스티그마스테롤,총합_에르고티오네인,"총합_tfa 18:2 t,t","총합_탄수화물, 합계","총합_섬유질, 수용성","총합_섬유질, 불용성"
17,황사에 좋은 더덕 제육볶음,404.12,2318.7,9662.45,169.071,150.786,10.38,66.274,8.33,41.061,0.114,0.321,0.644,0.0,0.0,0.0,245.65,12.829,148.35,1424.0,2884.45,3756.8,28.365,0.948,0.339,243.16,0.0,5.005,4.504,2.626,30.16,4.788,1.924,39.2,0.0,39.2,39.2,565.82,6.16,236.0,14.0,2250.0,313.5,523.5,4489.0,3.15,46.5,9.205,378.0,9.1,24.93,51.466,0.0,0.002,0.0,0.072,0.082,1.638,31.758,16.522,69.604,3.841,63.593,1.239,0.0,15.716,13.434,0.614,0.0,0.42,0.0,0.0,0.0,602.0,0.0,0.0,0.0,0.0,22.12,0.052,0.636,0.0,0.465,0.428,0.0,0.0,0.005,0.07,0.028,0.0,0.0,0.0,0.019,0.0,0.0,0.0,1.991,7.32,7.478,12.974,14.474,4.206,2.05,6.475,5.524,8.761,10.363,6.278,9.588,15.094,25.018,8.7,7.188,6.712,0.0,0.0,0.0,0.004,0.468,0.078,0.002,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,홍합 스튜,1037.235,1673.65,7005.65,215.094,53.238,29.742,69.894,1.84,0.454,0.038,0.107,0.215,0.0,0.0,0.0,332.3,61.378,347.7,2585.3,2533.85,3490.8,24.324,1.482,61.297,807.605,124.26,122.685,2.714,3.834,27.624,8.621,1.013,686.4,0.0,686.4,686.4,7.585,216.026,995.6,919.65,773.7,104.5,174.5,4591.0,1.05,15.5,2.266,0.0,0.0,6.355,15.358,0.484,0.302,0.179,0.38,0.394,2.188,8.634,2.745,12.768,2.762,6.912,2.5,0.468,11.75,0.978,0.565,0.63,1.26,2.484,0.396,4.554,536.25,0.0,0.0,0.0,0.0,0.135,0.012,0.17,0.0,0.155,0.143,0.0,0.0,0.085,0.023,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.409,9.201,9.39,15.168,16.051,4.843,2.819,7.704,6.875,9.399,15.691,4.127,12.988,20.804,29.274,13.445,8.816,9.651,0.0,0.0,0.0,0.001,2.706,0.073,0.001,0.0,0.447,0.0,0.0,0.0,0.0,0.144,0.325,0.04,0.044,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,우거지 된장찌개,0.0,160.8,672.0,27.912,2.112,0.0,5.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.4,122.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,냉이 된장찌개,0.0,6.2,26.0,0.526,0.136,0.0,1.084,0.22,0.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.8,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,별미 중에 별미 열무김치찌개,436.3,161.5,673.0,14.64,3.26,1.12,20.58,6.3,8.37,0.0,0.0,0.0,0.0,0.0,0.0,85.5,1.625,24.5,87.0,962.5,1908.0,0.9,0.169,0.035,18.25,103.2,0.0,0.028,0.128,7.0,0.322,0.072,4.5,0.0,4.5,4.5,0.0,0.31,7.5,7.5,0.0,0.0,0.0,25.0,0.0,0.0,0.285,0.0,0.0,0.05,0.796,0.0,0.0,0.0,0.0,0.007,0.151,0.358,0.126,0.743,0.2,0.312,0.0,0.058,1.174,0.048,0.0,0.028,0.004,0.269,0.014,0.456,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114,0.446,0.469,0.825,0.935,0.301,0.109,0.397,0.344,0.525,0.61,0.3,0.615,1.04,1.52,0.488,0.36,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,매콤함에 몸서리쳐지는 오징어 볶음,1611.14,3437.2,14373.7,307.65,127.977,39.19,264.707,27.0,92.429,0.338,2.402,2.737,0.0,0.01,0.0,806.8,30.955,747.2,4616.8,7371.0,8948.8,34.053,36.612,2.671,895.08,1.0,124.01,1.425,9.2,68.274,19.528,2.198,369.6,144.0,225.6,465.6,138.14,19.68,625.0,176.0,4542.0,660.0,1047.0,9538.0,6.3,123.0,11.63,40.0,1.0,107.8,31.412,0.0,0.004,0.0,0.009,0.049,1.091,18.767,11.195,45.327,0.169,43.892,0.788,0.128,38.269,26.743,1.774,0.112,0.16,2.592,0.064,6.08,4160.0,0.0,0.0,0.0,0.0,10.15,0.072,1.023,0.0,0.97,0.855,0.0,0.0,0.004,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.413,12.78,12.987,21.131,21.601,6.638,4.017,11.045,9.52,13.695,21.276,5.896,18.085,28.73,43.885,18.379,13.364,13.56,0.0,0.0,0.0,0.008,0.936,0.156,0.004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,주꾸미 볶음,457.57,671.05,2807.0,21.007,25.32,15.51,124.412,29.45,31.2,1.491,3.389,3.864,0.0,0.0,0.0,309.35,12.212,169.2,353.2,2392.35,5084.07,3.626,0.843,1.988,20.715,1.1,328.82,0.348,0.967,10.224,0.833,2.279,141.1,0.0,75.1,75.1,57.435,0.0,999.5,0.0,10341.0,1254.5,2094.0,19997.0,12.6,210.0,27.245,0.0,0.0,86.75,3.176,0.0,0.008,0.0,0.008,0.049,0.133,2.049,0.65,4.631,0.094,4.298,0.008,0.0,15.893,15.061,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,0.144,2.046,0.0,1.9,1.71,0.0,0.0,0.008,0.033,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0.329,0.434,0.689,0.471,0.128,0.174,0.428,0.252,0.527,0.648,0.213,0.466,1.483,2.103,0.54,0.999,0.358,0.33,69.0,60.0,0.016,1.872,0.311,0.008,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,시엄마표 청국장 언제나 맛있게 먹는 남편,94.1,15.0,62.7,1.17,0.485,0.28,7.18,0.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.19,9.0,17.0,163.0,680.49,0.13,0.058,0.1,2.5,0.0,99.5,0.039,0.089,0.636,0.0,0.247,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,매콤한 마파두부,452.12,625.8,2611.6,59.894,31.133,6.852,40.68,6.915,17.564,0.015,0.045,0.0,0.0,0.0,0.0,1221.55,19.671,152.3,628.8,1469.95,1636.0,5.445,0.783,2.355,78.355,0.0,142.945,1.213,0.671,7.127,0.975,0.95,105.85,0.0,58.85,58.85,194.74,0.72,2.0,2.0,0.0,0.0,0.0,296.0,0.0,0.0,0.324,53.0,1.3,8.16,7.723,0.0,0.0,0.0,0.01,0.01,0.224,4.944,2.293,9.964,0.464,9.151,0.11,0.0,10.765,9.2,1.129,0.0,0.05,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,8.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,2.637,2.787,4.685,4.044,1.094,0.46,2.598,2.193,3.036,4.173,1.848,2.99,6.154,10.169,2.73,3.121,2.953,0.14,31.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,매콤한 닭떡볶음,521.423,5509.95,23056.85,182.292,22.2,10.872,1147.126,56.725,333.476,17.773,2.482,2.712,0.0,0.005,0.0,213.1,9.76,191.8,892.9,5247.45,9730.53,5.072,0.731,1.253,94.835,0.5,219.91,0.476,0.911,46.856,4.112,3.214,99.0,0.0,55.0,55.0,296.245,1.02,1173.5,18.0,13031.0,650.5,1047.0,23192.0,6.3,108.0,12.575,15.0,0.3,72.5,5.089,0.0,0.004,0.0,0.004,0.054,0.147,2.6,0.871,6.716,0.475,4.077,0.094,0.0,7.456,4.068,0.255,0.0,0.18,0.03,0.03,0.06,255.0,0.0,0.0,0.0,12.6,24.08,0.082,1.023,0.0,0.96,0.855,0.0,0.0,0.004,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.158,4.152,5.155,7.372,8.173,2.666,1.29,3.959,3.287,4.939,5.919,3.011,5.347,9.338,14.936,4.863,4.365,3.452,0.22,46.0,40.0,0.008,0.936,0.156,0.004,0.0,0.0,0.0,0.3,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,압력솥돼지고기김치짜개&사리면,0.0,1024.0,4250.0,59.3,9.6,0.0,212.0,39.0,98.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7760.0,20630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,부대찌개/집에서 간단하게 끓여보세요,143.19,206.0,862.6,12.304,5.923,4.79,34.854,14.55,10.393,0.228,0.722,1.407,0.0,0.0,0.0,147.5,7.4,78.7,172.0,860.1,4449.6,2.32,0.469,0.698,6.97,0.0,8.41,0.156,0.513,4.511,0.829,0.767,70.4,0.0,70.4,70.4,42.1,0.0,454.5,0.0,4614.5,633.5,1053.0,9081.5,6.3,117.5,11.505,0.0,0.0,84.1,0.957,0.0,0.004,0.0,0.004,0.026,0.06,0.574,0.128,1.178,0.025,1.01,0.004,0.0,3.24,2.527,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.072,1.023,0.0,0.93,0.855,0.0,0.0,0.004,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.215,0.26,0.456,0.322,0.039,0.054,0.111,0.057,0.307,0.147,0.054,0.135,0.507,0.477,0.18,0.375,0.069,0.0,0.0,0.0,0.008,0.936,0.156,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,추억의 맛 비지찌게,3190.7,3163.65,13308.2,212.898,228.146,52.84,100.505,51.02,31.816,0.0,0.0,0.0,0.0,0.0,0.0,1090.3,77.198,475.0,841.0,7201.0,16521.18,7.62,1.076,0.737,33.1,0.0,341.0,0.453,6.64,35.392,0.088,7.302,1677.0,0.0,1586.0,1586.0,465.09,0.0,150.0,0.0,1650.0,30.0,0.0,2790.0,0.0,1470.0,7.62,0.0,0.0,1326.06,72.79,0.0,0.0,0.0,0.0,0.09,0.094,5.242,0.723,103.857,0.382,22.792,0.093,0.0,27.469,6.714,4.427,0.0,0.0,0.0,0.0,0.0,722.75,0.0,0.0,0.0,0.0,0.03,0.033,0.249,0.0,0.0,0.0,0.0,0.0,0.007,0.124,0.039,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.05,0.131,0.159,0.244,0.212,0.041,0.044,0.157,0.108,0.162,0.214,0.093,0.132,0.355,0.556,0.126,0.173,0.151,0.36,77.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,청국장찌개,138.7,212.0,885.0,18.93,10.715,0.645,23.54,7.1,0.67,0.0,0.0,0.0,0.0,0.0,0.0,8.25,0.54,15.95,60.0,1101.0,231.99,0.47,0.111,0.143,3.2,0.0,99.5,0.074,0.211,3.511,0.0,0.296,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.02,0.0,1.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.144,0.0,0.0,0.0,0.0,4.883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,43.5,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,0.02,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.505,8.75,0.655,0.44,4.215,29.0,0.1,0.1,0.1,7.0,0.0,0.0,0.0,0.0
31,"매콤한 된장찌개, 건더기 많은 된장찌개 ₩",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,매콤한 떡닭가슴살볶음,257.23,944.55,3951.7,20.498,34.152,1.871,145.287,9.945,40.9,0.99,1.97,1.29,9.36,0.0,0.0,248.3,0.432,29.8,200.0,1371.8,3141.8,0.926,0.057,0.134,7.42,5.78,8.4,0.082,0.36,0.283,0.773,0.187,28.0,0.0,28.0,28.0,38.05,0.846,25.2,23.4,4.6,0.0,0.0,86.6,0.0,4.0,4.358,1.8,0.0,18.64,5.727,0.043,0.032,0.023,0.049,0.052,0.168,3.941,0.816,23.011,0.409,21.853,0.093,0.0,4.192,2.995,0.24,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.21,0.033,0.249,0.0,0.04,0.0,0.0,0.018,0.017,0.128,0.039,0.0,0.013,0.004,0.041,0.0,0.0,0.0,0.091,0.278,0.327,0.599,0.547,0.16,0.04,0.338,0.32,0.417,0.277,0.196,0.226,0.609,1.619,0.146,0.61,0.386,0.106,14.3,13.0,0.0,0.383,0.007,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.031,0.049,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,쭈꾸미 버섯 볶음,201.68,261.1,1005.1,13.083,6.027,7.56,47.872,16.665,17.53,0.243,0.687,1.287,0.0,0.0,0.0,132.7,7.482,102.7,201.8,1778.3,1971.6,1.943,0.566,1.037,7.405,0.0,288.21,0.224,0.479,6.29,0.713,1.661,56.5,0.0,56.5,56.5,44.495,0.0,540.0,0.0,5568.0,699.0,1127.0,10784.0,6.3,1511.0,12.81,0.0,0.0,59.8,0.911,0.0,0.004,0.0,0.004,0.024,0.061,0.561,0.134,1.104,0.025,0.996,0.004,0.0,3.114,2.732,0.186,0.0,0.0,0.0,0.0,0.0,0.0,2.415,0.0,0.0,0.0,5.28,0.072,1.023,0.0,0.93,0.855,0.0,0.0,0.004,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.27,0.295,0.48,0.343,0.102,0.148,0.288,0.178,0.38,0.408,0.162,0.343,1.187,1.242,0.373,0.623,0.287,0.0,0.0,0.0,0.008,0.936,0.156,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
