,recipe_title,총합_수분,총합_에너지(kcal),총합_에너지(kj),총합_단백질,총합_지방,총합_회분,총합_탄수화물,"총합_섬유질, 식이섬유",총합_당,총합_자당,총합_포도당,총합_과당,총합_유당,총합_엿당,총합_갈락토스,총합_칼슘,총합_철,총합_마그네슘,총합_인,총합_칼륨,총합_나트륨,총합_아연,총합_구리,총합_망간,총합_셀레늄,총합_플루오린,총합_비타민c,총합_티아민,총합_리보플라빈,총합_비타민b3,총합_비타민b5,총합_비타민b6,"총합_엽산, 총계",총합_엽산,"총합_엽산, 식품","총합_엽산, dfe",총합_콜린,총합_비타민b12,총합_비타민a(rae),총합_레티놀,"총합_카로틴, 베타","총합_카로틴, 알파",총합_베타-크립토잔틴,총합_비타민a(iu),총합_라이코펜,총합_루테인+제아잔틴,총합_비타민e(알파-토코페롤),"총합_비타민d(d2+d3),...",총합_비타민d(d2+d3),총합_비타민k(필로퀴논),"총합_지방산, 총포화지방산",총합_sfa 4:0,총합_sfa 6:0,총합_sfa 8:0,총합_sfa 10:0,총합_sfa 12:0,총합_sfa 14:0,총합_sfa 16:0,총합_sfa 18:0,"총합_지방산, 총 단일불포화지방산",총합_mufa 16:1,총합_mufa 18:1,총합_mufa 20:1,총합_mufa 22:1,"총합_지방산, 총 다중불포화지방산",총합_pufa 18:2,총합_pufa 18:3,총합_pufa 18:4,총합_pufa 20:4,총합_pufa 20:5 n-3 (epa),총합_pufa 22:5 n-3 (dpa),총합_pufa 22:6 n-3 (dha),총합_콜레스테롤,총합_알코올,총합_카페인,총합_테오브로민,총합_녹말,총합_베타인,총합_베타토코페롤,총합_감마토코페롤,총합_델타토코페롤,총합_알파토코트리에놀,총합_감마토코트리에놀,총합_비타민k,총합_sfa 15:0,총합_sfa 17:0,총합_sfa 20:0,총합_sfa 22:0,총합_sfa 24:0,총합_mufa 14:1,총합_mufa 15:1,총합_mufa 17:1,"총합_pufa 20:2 n-6 c,c",총합_pufa 20:3,"총합_지방산, 총 트랜스지방",총합_트립토판,총합_트레오닌,총합_이소류신,총합_류신,총합_라이신,총합_메티오닌,총합_시스틴,총합_페닐알라닌,총합_티로신,총합_발린,총합_아르기닌,총합_히스티딘,총합_알라닌,총합_아스파르트산,총합_글루탐산,총합_글리신,총합_프폴린,총합_세린,총합_질소,총합_에너지(수중 일반 요인),총합_에너지(수중 특정 요인),총합_sfa 13:0,총합_mufa 18:1 c,"총합_pufa 18:3 n-3 c,c,c (ala)","총합_pufa 18:3 n-6 c,c,c","총합_지방산, 총 트랜스-모노",총합_tfa 18:1 t,총합_하이드록시프롤린,총합_비타민d3(콜레칼시페롤),총합_바이오틴,총합_비타민d2(에르고칼시페롤),총합_mufa 16:1 c,"총합_pufa 18:2 n-6 c,c",총합_pufa 18:2 clas,총합_pufa 18:2 i,총합_스티그마스테롤,총합_캄페스테롤,총합_베타-시토스테롤,총합_총 식이섬유(aoac 2011.25),총합_고분자량 식이섬유,총합_저분자량 식이섬유,총합_총 당,총합_몰리브덴,총합_비타민k(메나퀴논-4),총합_mufa 22:1 c,총합_pufa 20:3 n-3,총합_pufa 20:3 n-6,총합_pufa 22:4,총합_tfa 16:1 t,총합_tfa 18:2 t 더 이상..,"총합_지방산, 총 트랜스-폴리에노익",총합_pufa 18:3i,총합_감마-카로틴,총합_알파-크립토잔틴,총합_베타-글루칸,총합_글루타티온,총합_에르고스타-7-에놀,"총합_에르고스타-7, 22-디에놀","총합_에르고스타-5, 7-디에놀",총합_에르고스테롤,총합_베타-시토스타놀,총합_델타-5-아베나스테롤,총합_델타-7-스티그마스테롤,총합_에르고티오네인,"총합_tfa 18:2 t,t","총합_탄수화물, 합계","총합_섬유질, 수용성","총합_섬유질, 불용성"
86,"쫀득한~ 찰옥수수전, 옥수수전",149.2,450.5,1886.6,26.9,21.4,2.16,37.14,3.8,7.34,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.38,20.0,344.0,1380.0,302.5,2.1,0.026,0.052,61.6,9.6,0.0,0.132,1.026,0.128,2.8,0.242,88.0,0.0,88.0,88.0,588.0,2.22,298.0,296.0,22.0,0.0,20.0,1040.0,0.0,706.0,2.06,174.0,4.4,0.6,6.566,0.0,0.0,0.006,0.006,0.006,0.07,4.7,1.656,8.296,0.62,7.44,0.06,0.006,2.844,2.38,0.07,0.0,0.298,0.01,0.0,0.076,746.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,1.208,1.372,2.16,1.808,0.784,0.584,1.336,1.026,1.534,1.51,0.596,1.4,2.52,3.28,0.846,1.002,1.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,파김치전 만들기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,고소하고 맛있는전 돼지고기부추전,272.43,576.6,2418.0,82.221,26.009,4.643,10.635,2.06,0.925,0.0,0.0,0.0,0.0,0.0,0.0,64.0,4.25,108.0,830.0,1411.0,172.5,7.54,0.412,0.226,117.99,0.0,32.05,2.889,1.219,22.614,3.192,2.286,52.5,0.0,52.5,52.5,269.33,1.71,109.0,0.0,1305.0,0.0,0.0,2175.0,0.0,161.5,0.555,30.0,0.6,108.54,5.803,0.0,0.0,0.0,0.0,0.0,0.134,3.592,1.957,9.992,0.27,9.632,0.09,0.0,7.906,7.59,0.092,0.0,0.171,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,12.9,0.0,0.03,0.0,0.06,0.06,0.0,0.0,0.033,0.003,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.099,0.844,3.604,3.94,6.788,7.372,2.181,0.906,3.353,3.036,4.182,5.338,3.418,4.694,7.832,12.878,3.621,3.288,3.464,0.318,42.9,39.0,0.0,3.63,0.039,0.0,0.063,0.063,0.201,0.6,0.0,0.0,0.0,1.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0
89,마파두부 덮밥,347.903,539.55,2254.35,25.86,37.1,2.442,36.64,1.8,25.53,14.97,0.0,0.0,0.0,0.0,0.0,1057.15,16.278,99.0,308.0,526.3,1462.14,2.532,0.638,1.916,29.29,0.0,99.8,0.282,0.248,1.221,0.204,0.388,67.0,0.0,45.0,45.0,86.4,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.03,0.0,0.0,7.2,5.673,0.0,0.0,0.0,0.0,0.0,0.039,1.521,0.513,3.18,0.039,3.12,0.0,0.0,8.1,7.14,0.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.206,1.305,2.139,1.356,0.324,0.087,1.284,1.077,1.338,2.103,0.663,1.188,3.12,5.04,1.125,1.665,1.557,0.11,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,정식품진한콩국물을활용한색다른요리레시피공모전(콩국물부침개),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,달달한 바나나와 오도독 아몬드가 씹히는 치지한 치즈토스트,79.679,1112.6,4651.0,28.95,95.65,4.657,51.09,16.6,19.7,9.4,5.189,4.996,0.0,0.05,0.07,289.0,4.66,347.4,603.5,1258.7,7.7,4.023,1.235,2.948,6.33,2.2,8.7,0.281,1.271,8.215,1.147,0.636,90.1,0.0,90.1,90.1,80.89,0.0,3.0,0.0,27.0,25.0,0.0,66.0,0.0,23.0,32.75,0.0,0.0,18.65,11.142,0.0,0.0,0.0,0.001,0.002,0.011,7.994,1.948,61.302,0.636,60.152,0.272,0.014,19.273,18.964,0.267,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.168,0.87,0.419,3.195,0.302,0.06,0.0,0.0,0.002,0.024,0.347,0.55,0.219,0.0,0.0,0.059,0.004,0.003,0.038,0.289,0.786,0.964,2.003,0.822,0.244,0.293,1.539,0.708,1.137,3.34,0.783,1.314,3.679,7.889,1.9,1.42,1.396,0.0,0.0,0.0,0.0,38.74,0.011,0.0,0.026,0.013,0.0,0.0,0.0,0.0,0.236,15.96,0.005,0.0,4.0,5.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.003,0.0,0.0,0.012,0.012,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,노란색 양배추전 # 치즈전,411.275,990.2,4142.25,33.917,9.234,5.137,198.179,23.22,21.278,1.654,1.246,1.037,11.7,0.004,0.063,489.55,7.51,138.45,477.85,1576.9,812.8,3.375,0.6,3.436,60.355,38.49,17.21,0.293,0.563,3.174,1.853,0.272,84.05,0.0,84.05,84.05,79.365,1.057,367.8,29.25,3336.6,1405.2,0.0,6830.65,0.4,136.0,7.978,2.25,0.0,66.205,2.505,0.058,0.052,0.033,0.065,0.065,0.396,1.053,0.345,3.441,0.043,3.3,0.004,0.004,1.552,1.42,0.117,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.572,10.31,0.004,0.345,0.0,0.02,0.0,0.0,0.022,0.014,0.005,0.0,0.0,0.016,0.005,0.005,0.0,0.0,0.0,0.291,0.854,1.052,1.894,1.176,0.487,0.405,1.227,0.902,1.262,1.05,0.615,0.882,1.832,6.822,0.864,2.6,1.236,0.0,0.0,0.0,0.024,3.101,0.085,0.004,0.0,0.083,0.0,0.0,0.0,0.0,0.038,0.061,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,아이들도 좋아하는 단맛 가득한 양배추 볶음밥,194.9,638.8,2670.3,19.732,27.758,3.77,75.822,4.59,4.8,0.12,2.505,2.175,0.0,0.015,0.0,67.0,1.705,30.0,146.0,559.5,879.2,2.38,0.088,0.277,13.55,1.5,54.9,0.352,0.23,3.581,0.758,0.356,68.5,0.0,68.5,68.5,16.05,1.51,7.5,0.0,63.0,49.5,0.0,147.0,0.0,45.0,0.225,44.0,1.1,114.0,9.486,0.0,0.0,0.0,0.043,0.035,0.355,5.751,3.08,12.67,0.98,11.326,0.0,0.0,3.181,2.526,0.329,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124,0.518,0.53,0.872,0.969,0.382,0.122,0.453,0.414,0.527,0.878,0.428,0.837,1.323,2.431,0.902,0.745,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,추운 겨울 따듯함을 담은 달콤함 ' 꿀고구마 찹쌀전',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,고구마 찰전,154.6,172.0,718.0,3.14,0.1,1.98,40.2,6.0,8.36,5.04,1.92,1.4,0.0,0.0,0.0,60.0,1.22,50.0,94.0,674.0,110.0,0.6,0.302,0.516,1.2,0.0,4.8,0.156,0.122,1.114,1.6,0.418,22.0,0.0,22.0,22.0,24.6,0.0,1418.0,0.0,17020.0,14.0,0.0,28400.0,0.0,0.0,0.52,0.0,0.0,3.6,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.002,0.002,0.0,0.002,0.0,0.0,0.028,0.026,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.166,0.11,0.184,0.132,0.058,0.044,0.178,0.068,0.172,0.11,0.062,0.154,0.764,0.31,0.126,0.104,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,계란볶음밥,3.143,193.5,810.0,2.782,19.62,5.671,3.519,1.77,0.054,0.0,0.0,0.0,0.0,0.0,0.0,151.05,2.21,53.0,97.95,74.2,1943.3,1.181,0.616,0.375,5.315,0.52,0.0,0.119,0.042,0.684,0.024,0.119,15.0,0.0,15.0,15.0,6.66,0.026,102.6,100.65,24.45,0.0,0.0,376.35,0.0,0.0,0.385,0.0,0.0,1.05,8.619,0.484,0.301,0.178,0.379,0.388,1.135,3.921,1.814,6.33,0.295,5.835,0.026,0.0,3.722,3.484,0.233,0.0,0.0,0.0,0.0,0.0,32.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.116,0.122,0.216,0.095,0.091,0.055,0.147,0.118,0.157,0.399,0.082,0.143,0.257,0.621,0.186,0.134,0.152,0.0,0.0,0.0,0.0,2.55,0.047,0.0,0.0,0.447,0.0,0.0,0.0,0.0,0.144,0.325,0.04,0.044,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,영양가득 오므라이스 간단하게 만드는 소스,596.8,2140.9,8959.4,117.936,87.824,8.64,204.386,2.52,8.96,0.0,0.0,0.0,0.0,0.0,0.0,400.0,9.52,80.0,1376.0,1354.5,1004.6,8.4,0.104,0.208,246.4,38.4,0.0,0.528,4.104,0.512,11.2,0.968,352.0,0.0,352.0,352.0,2352.0,8.88,1192.0,1184.0,88.0,0.0,80.0,4160.0,0.0,2824.0,8.24,696.0,17.6,2.4,26.834,0.0,0.0,0.024,0.024,0.024,0.28,18.8,6.624,33.673,2.48,29.76,0.24,0.024,12.256,9.52,0.28,0.0,1.192,0.04,0.0,0.304,2984.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.224,4.832,5.488,8.64,7.232,3.136,2.336,5.344,4.104,6.136,6.04,2.384,5.6,10.08,13.12,3.384,4.008,7.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,제철 옥수수 맛있게 삶는법 냄비에 삶기,0.01,430.0,1800.0,16.1,5.9,4.99,95.1,13.5,16.1,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.016,0.05,0.0,1350.4,2015.0,0.005,0.002,0.005,0.005,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.735,0.0,0.0,0.0,0.0,2.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,옥수수 찜기에 찌는법,0.0,258.0,1080.0,9.66,3.54,0.0,57.06,8.1,9.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.041,0.0,0.0,0.0,0.0,1.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,단호박 담백하고 맛있게 찌는방법,0.0,29.0,121.0,1.01,0.15,0.0,7.23,1.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,스페인하숙 차세프의 오삼불고기 덮밥,729.165,3350.975,14026.1,277.768,196.23,40.082,110.852,14.03,43.798,23.733,2.792,2.577,0.0,0.0,0.0,1005.025,84.161,591.1,2774.6,6708.05,8438.325,31.924,6.434,1.646,747.855,1.1,72.51,1.785,1.746,49.106,8.536,6.41,230.8,0.0,230.8,230.8,685.06,290.52,1173.0,729.0,4501.0,627.0,1047.0,11312.0,6.3,97.0,22.43,0.0,0.0,35.04,64.594,0.0,0.004,0.0,0.124,0.204,2.561,39.958,21.117,83.816,5.611,76.284,1.708,0.16,29.906,23.823,1.666,0.448,1.044,1.216,0.096,1.296,984.0,0.0,0.0,0.0,0.0,18.79,0.072,1.263,0.0,1.03,0.855,0.0,0.0,0.004,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.765,10.505,10.722,17.336,18.216,5.483,3.257,8.908,7.849,10.782,17.969,4.756,14.732,24.069,34.163,15.343,10.443,11.043,0.0,0.0,0.0,0.008,0.936,0.156,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,줄서서먹는그맛♥매콤핫떡볶이,220.275,1366.9,5723.45,84.636,87.126,0.518,62.854,1.9,24.21,0.0,0.0,0.0,2.34,0.0,0.0,61.65,0.014,6.75,42.75,212.5,2174.8,0.207,0.033,0.001,1.485,47.61,0.0,0.009,0.083,0.042,0.162,0.017,2.25,0.0,2.25,2.25,7.965,0.212,6.3,5.85,0.9,0.0,0.0,21.15,0.0,0.0,0.005,0.45,0.0,0.045,65.14,0.011,0.008,0.006,0.012,0.013,0.041,0.129,0.057,0.215,0.008,0.112,0.0,0.0,0.127,0.014,0.002,0.0,0.0,0.0,0.0,0.0,362.25,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.003,0.001,0.0,0.0,0.003,0.001,0.001,0.0,0.0,3.6,0.019,0.064,0.078,0.144,0.127,0.04,0.009,0.078,0.077,0.099,0.043,0.045,0.051,0.13,0.34,0.03,0.149,0.091,0.0,0.0,0.0,0.0,0.096,0.002,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.008,0.012,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
