,recipe_title,총합_수분,총합_에너지(kcal),총합_에너지(kj),총합_단백질,총합_지방,총합_회분,총합_탄수화물,"총합_섬유질, 식이섬유",총합_당,총합_자당,총합_포도당,총합_과당,총합_유당,총합_엿당,총합_갈락토스,총합_칼슘,총합_철,총합_마그네슘,총합_인,총합_칼륨,총합_나트륨,총합_아연,총합_구리,총합_망간,총합_셀레늄,총합_플루오린,총합_비타민c,총합_티아민,총합_리보플라빈,총합_비타민b3,총합_비타민b5,총합_비타민b6,"총합_엽산, 총계",총합_엽산,"총합_엽산, 식품","총합_엽산, dfe",총합_콜린,총합_비타민b12,총합_비타민a(rae),총합_레티놀,"총합_카로틴, 베타","총합_카로틴, 알파",총합_베타-크립토잔틴,총합_비타민a(iu),총합_라이코펜,총합_루테인+제아잔틴,총합_비타민e(알파-토코페롤),"총합_비타민d(d2+d3),...",총합_비타민d(d2+d3),총합_비타민k(필로퀴논),"총합_지방산, 총포화지방산",총합_sfa 4:0,총합_sfa 6:0,총합_sfa 8:0,총합_sfa 10:0,총합_sfa 12:0,총합_sfa 14:0,총합_sfa 16:0,총합_sfa 18:0,"총합_지방산, 총 단일불포화지방산",총합_mufa 16:1,총합_mufa 18:1,총합_mufa 20:1,총합_mufa 22:1,"총합_지방산, 총 다중불포화지방산",총합_pufa 18:2,총합_pufa 18:3,총합_pufa 18:4,총합_pufa 20:4,총합_pufa 20:5 n-3 (epa),총합_pufa 22:5 n-3 (dpa),총합_pufa 22:6 n-3 (dha),총합_콜레스테롤,총합_알코올,총합_카페인,총합_테오브로민,총합_녹말,총합_베타인,총합_베타토코페롤,총합_감마토코페롤,총합_델타토코페롤,총합_알파토코트리에놀,총합_베타토코트리에놀,총합_감마토코트리에놀,총합_델타토코트리에놀,총합_비타민k,총합_sfa 15:0,총합_sfa 17:0,총합_sfa 20:0,총합_sfa 22:0,총합_sfa 24:0,총합_mufa 14:1,총합_mufa 15:1,총합_mufa 17:1,"총합_pufa 20:2 n-6 c,c",총합_pufa 20:3,"총합_지방산, 총 트랜스지방",총합_트립토판,총합_트레오닌,총합_이소류신,총합_류신,총합_라이신,총합_메티오닌,총합_시스틴,총합_페닐알라닌,총합_티로신,총합_발린,총합_아르기닌,총합_히스티딘,총합_알라닌,총합_아스파르트산,총합_글루탐산,총합_글리신,총합_프폴린,총합_세린,총합_질소,총합_에너지(수중 일반 요인),총합_에너지(수중 특정 요인),총합_sfa 13:0,총합_mufa 18:1 c,총합_mufa 24:1 c,"총합_pufa 18:3 n-3 c,c,c (ala)","총합_pufa 18:3 n-6 c,c,c","총합_지방산, 총 트랜스-모노",총합_tfa 18:1 t,총합_하이드록시프롤린,총합_비타민d3(콜레칼시페롤),총합_바이오틴,총합_비타민d2(에르고칼시페롤),총합_mufa 16:1 c,"총합_pufa 18:2 n-6 c,c",총합_pufa 18:2 clas,총합_pufa 18:2 i,총합_스티그마스테롤,총합_캄페스테롤,총합_베타-시토스테롤,총합_총 식이섬유(aoac 2011.25),총합_고분자량 식이섬유,총합_저분자량 식이섬유,총합_총 당,총합_몰리브덴,총합_비타민k(메나퀴논-4),총합_mufa 22:1 c,총합_pufa 20:3 n-3,총합_pufa 20:3 n-6,총합_pufa 22:4,총합_tfa 16:1 t,총합_tfa 22:1 t,총합_tfa 18:2 t 더 이상..,"총합_지방산, 총 트랜스-폴리에노익",총합_pufa 18:3i,총합_감마-카로틴,총합_알파-크립토잔틴,총합_베타-글루칸,총합_글루타티온,총합_에르고스타-7-에놀,"총합_에르고스타-7, 22-디에놀","총합_에르고스타-5, 7-디에놀",총합_에르고스테롤,총합_베타-시토스타놀,총합_델타-5-아베나스테롤,총합_델타-7-스티그마스테롤,총합_에르고티오네인,총합_요오드,"총합_tfa 18:2 t,t","총합_탄수화물, 합계","총합_섬유질, 수용성","총합_섬유질, 불용성"
425,두유 허니 푸딩,119.565,1560.15,6535.8,29.028,159.072,1.726,5.82,0.405,1.245,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.56,12.0,324.0,555.15,96.0,3.06,0.156,0.018,25.47,0.0,2.4,1.188,0.726,13.95,0.768,0.39,3.0,0.0,3.0,3.0,0.0,2.52,9.0,9.0,0.0,0.0,0.0,30.0,0.0,0.0,1.17,0.0,0.0,0.0,57.9,0.0,0.0,0.0,0.12,0.18,2.1,35.7,19.47,74.1,4.5,68.4,1.29,0.0,16.95,15.09,1.44,0.0,0.42,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159,21.45,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,마른오징어 반찬,51.5,68.8,203.4,2.372,2.185,1.99,9.565,5.86,1.823,0.154,0.741,0.928,0.0,0.0,0.0,60.25,2.746,27.25,53.9,389.45,446.4,0.76,0.171,0.283,3.51,2.4,6.025,0.042,0.157,1.842,0.199,0.342,14.2,0.0,14.2,14.2,12.575,0.0,222.0,0.0,2251.6,313.5,523.5,4442.8,3.15,50.5,5.715,0.0,0.0,16.42,0.382,0.0,0.002,0.0,0.002,0.012,0.028,0.254,0.061,0.488,0.012,0.475,0.002,0.0,1.221,1.127,0.092,0.0,0.0,0.0,0.0,0.0,0.0,2.415,0.0,0.0,0.0,0.445,0.036,0.511,0.0,0.473,0.0,0.428,0.0,0.0,0.0,0.002,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.05,0.066,0.107,0.067,0.024,0.031,0.07,0.032,0.095,0.089,0.032,0.078,0.279,0.301,0.1,0.196,0.045,0.0,0.0,0.0,0.004,0.468,0.0,0.078,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,김치아란치노!!!,260.5,68.0,282.0,6.29,1.24,2.35,29.58,5.0,4.76,0.13,4.97,0.31,0.25,0.25,0.0,10.0,1.19,62.3,281.0,1054.0,20.0,2.43,0.414,0.62,13.9,0.0,23.3,0.081,0.434,9.34,3.0,0.731,26.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.268,0.222,0.378,0.268,0.066,0.044,0.222,0.156,0.29,0.312,0.112,0.334,0.602,1.36,0.29,0.2,0.29,0.29,73.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.8,13.2,0.59,0.65,7.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,함께여서 행복했던 우리집 주말 밥상,4152.7,7469.4,31244.75,1153.982,278.159,81.0,7.816,2.31,0.612,0.0,0.0,0.0,0.0,0.0,0.0,8407.0,184.68,2311.0,9792.5,21867.15,5930.55,96.72,11.912,4.222,2048.45,0.0,0.05,3.121,14.362,784.098,36.154,8.031,511.5,0.0,511.5,511.5,14.4,34.72,840.0,840.0,0.0,0.0,0.0,2842.5,0.0,0.0,31.925,0.0,0.0,6.8,72.65,0.0,0.0,0.0,0.0,0.784,16.918,40.294,14.198,68.025,22.406,35.464,0.0,6.44,95.387,6.622,0.16,3.08,0.392,30.128,1.624,51.016,3360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.828,50.153,52.746,92.756,104.946,33.766,12.222,44.678,38.652,59.023,68.67,33.654,69.078,117.0,171.08,54.899,40.598,46.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,햇양파로 만든 달짝지근한 자반고등어양파조림,253.8,228.0,951.0,24.24,14.34,2.16,5.61,0.9,1.86,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,16.08,90.0,291.0,363.0,21.0,2.4,0.579,1.815,26.7,0.0,0.3,0.243,0.156,0.585,0.204,0.141,45.0,0.0,45.0,45.0,86.4,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.03,0.0,0.0,7.2,2.073,0.0,0.0,0.0,0.0,0.0,0.039,1.521,0.513,3.18,0.039,3.12,0.0,0.0,8.1,7.14,0.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.206,1.305,2.139,1.356,0.324,0.087,1.284,1.077,1.338,2.103,0.663,1.188,3.12,5.04,1.125,1.665,1.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,여름호박조림,677.052,194.7,810.6,8.46,1.5,4.121,68.96,4.7,24.82,11.23,2.39,1.91,0.5,0.5,0.0,70.6,3.015,103.1,229.0,1682.2,38.6,1.456,0.598,0.823,6.56,65.6,342.0,0.292,0.201,5.756,0.525,1.422,65.0,0.0,65.0,65.0,27.9,0.0,96.0,0.0,1069.0,72.0,80.0,1906.0,0.0,1422.0,1.4,0.0,0.0,30.0,0.126,0.0,0.0,0.0,0.0,0.0,0.008,0.1,0.018,0.061,0.0,0.061,0.0,0.0,0.495,0.469,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.169,0.144,0.235,0.217,0.05,0.08,0.149,0.098,0.189,0.296,0.096,0.185,0.663,0.786,0.173,0.186,0.181,0.58,146.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,26.4,1.18,1.3,15.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,갓김치두부조림 묵은지는 언제나 옳구나,91.9,188.0,792.0,24.94,8.49,0.4,12.77,1.6,2.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.35,11.0,27.0,649.0,170.5,0.2,0.04,0.133,2.5,0.0,142.0,0.055,0.142,1.02,0.0,0.303,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.732,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,31.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,김치찌개,814.9,121.7,261.0,8.375,4.308,3.38,36.075,8.74,5.488,0.244,0.531,0.954,0.25,0.25,0.0,94.2,3.712,66.25,149.7,1365.5,1612.5,1.855,0.521,0.415,7.66,185.76,23.405,0.118,0.211,3.592,0.133,0.518,9.9,0.0,9.9,9.9,31.635,0.024,223.2,0.0,2265.6,313.5,523.5,4440.0,3.15,46.5,5.718,0.0,0.0,25.49,0.688,0.0,0.002,0.0,0.002,0.012,0.033,0.468,0.119,0.886,0.012,0.78,0.01,0.0,2.078,1.864,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.036,0.511,0.0,0.465,0.0,0.428,0.0,0.1,0.0,0.002,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.058,0.094,0.054,0.02,0.027,0.056,0.028,0.081,0.074,0.027,0.068,0.254,0.238,0.09,0.188,0.034,0.29,73.0,72.0,0.004,0.468,0.0,0.078,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,13.2,0.59,0.65,7.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,달큰한 오징어찌개,543.07,72.3,303.0,4.925,2.275,2.62,19.105,6.42,1.078,0.114,0.321,0.644,0.0,0.0,0.0,69.0,2.945,37.85,72.0,505.5,1195.5,0.89,0.262,0.388,5.56,116.1,142.105,0.092,0.283,2.76,0.133,0.616,51.2,0.0,4.2,4.2,9.975,0.0,222.0,0.0,2250.0,313.5,523.5,4440.0,3.15,46.5,5.715,0.0,0.0,15.9,0.369,0.0,0.002,0.0,0.002,0.012,0.028,0.243,0.059,0.482,0.012,0.468,0.002,0.0,1.202,1.12,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.036,0.511,0.0,0.465,0.0,0.428,0.0,0.0,0.0,0.002,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.058,0.094,0.054,0.02,0.027,0.056,0.028,0.081,0.074,0.027,0.068,0.254,0.238,0.09,0.188,0.034,0.14,31.0,27.0,0.004,0.468,0.0,0.078,0.002,0.0,0.0,0.0,0.0,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,"해찬들 100%국산 고추장으로 맛을낸 김치참치 두부찌개,비빔밥,파절이",40.55,0.0,0.0,0.905,0.13,0.445,8.0,0.0,0.0,0.065,0.105,0.155,0.125,0.125,0.0,3.0,0.185,11.15,28.5,223.0,1.0,0.185,0.065,0.08,1.25,0.0,11.65,0.026,0.0,0.79,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,36.5,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,6.6,0.295,0.325,3.9,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,맛있는 가지요리 어향가지 만드는 법,389.68,1701.55,6840.05,121.906,110.373,18.658,38.01,0.645,24.339,0.075,0.225,0.0,0.0,0.0,0.0,168.2,8.454,148.95,1113.85,2019.1,4852.4,20.478,0.61,0.832,172.505,0.0,14.72,3.22,1.911,21.988,3.564,1.285,36.4,0.0,36.4,36.4,410.755,4.4,11.2,10.0,13.65,0.9,1.05,59.3,0.0,18.15,1.178,270.0,6.5,2.4,37.043,0.0,0.0,0.0,0.05,0.05,1.15,22.685,12.276,47.375,2.63,43.409,0.88,0.0,15.282,14.15,0.367,0.0,0.3,0.0,0.0,0.0,430.0,7.245,0.0,0.0,0.0,37.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.488,5.406,5.541,9.607,10.589,3.064,1.535,4.852,4.11,6.452,7.701,4.597,7.024,11.15,18.895,6.376,5.373,5.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,추운겨울 추억의 겨울간식 호떡을 만들어 봐요,0.81,35.85,150.0,0.042,4.055,0.004,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.001,0.1,1.2,1.2,0.55,0.004,0.001,0.0,0.05,0.14,0.0,0.0,0.002,0.002,0.006,0.0,0.15,0.0,0.15,0.15,0.94,0.008,34.2,33.55,7.9,0.0,0.0,125.0,0.0,0.0,0.116,0.0,0.0,0.35,2.525,0.162,0.1,0.06,0.126,0.13,0.372,1.085,0.5,1.17,0.091,1.02,0.005,0.0,0.15,0.092,0.059,0.0,0.0,0.0,0.0,0.0,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.004,0.003,0.001,0.0,0.002,0.002,0.003,0.002,0.001,0.001,0.003,0.009,0.001,0.004,0.002,0.0,0.0,0.0,0.0,0.85,0.0,0.016,0.0,0.0,0.149,0.0,0.0,0.0,0.0,0.048,0.108,0.013,0.015,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,냉이 두 부전 / 당뇨의 식단에 좋은 두부로 만든 봄나물 요리,339.603,2129.25,8913.0,72.6,189.6,16.862,26.88,0.0,14.97,14.97,0.0,0.0,0.0,0.0,0.0,42.45,6.176,72.0,642.0,1134.6,5088.75,12.662,0.361,0.223,78.69,0.0,0.0,1.56,1.023,19.38,2.64,1.02,24.0,0.0,24.0,24.0,0.09,9.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,264.0,6.6,18.06,59.4,0.0,0.0,0.0,0.258,0.21,2.13,37.59,19.065,95.7,6.258,89.19,0.093,0.0,20.13,17.928,2.202,0.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0,0.03,0.033,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.124,0.039,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.642,2.79,2.91,4.86,5.418,2.184,0.63,2.43,2.316,2.784,4.59,2.37,4.644,6.84,11.94,5.142,4.038,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,소고기떡볶기 만드는법,0.002,890.7,3726.0,16.8,2.88,0.001,199.6,0.0,9.98,9.98,0.0,0.0,0.0,0.0,0.0,0.1,0.005,0.0,0.0,0.2,0.1,0.001,0.001,0.0,0.06,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,소고기떡볶기 맛있게 만드는법,347.406,1981.05,8275.05,164.745,128.505,8.103,32.58,0.0,31.29,29.94,0.0,0.0,0.0,0.0,0.0,114.6,5.403,168.0,1476.0,2543.4,1718.4,14.343,0.44,0.055,271.98,0.0,3.6,5.262,1.932,30.24,4.188,2.784,30.0,0.0,30.0,30.0,563.52,4.2,12.0,12.0,0.0,0.0,0.0,42.0,0.0,0.0,6.27,318.0,7.8,20.1,37.65,0.0,0.0,0.0,0.06,0.06,1.08,23.985,11.565,64.995,2.928,60.885,0.783,0.0,16.605,15.543,0.513,0.0,0.3,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,21.63,0.033,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.124,0.039,0.0,0.0,0.0,0.038,0.0,0.0,0.0,2.028,7.38,7.56,13.08,14.7,4.272,2.064,6.54,5.616,8.82,10.32,6.42,9.6,15.06,25.32,8.46,6.96,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,장똑똑이만드는법 / 수미네 반찬,185.463,829.65,3379.65,81.975,41.7,4.052,22.2,0.0,21.27,14.97,0.0,0.0,0.0,0.0,0.0,57.9,2.632,84.9,738.9,1273.05,268.95,7.174,0.221,0.028,136.2,0.0,1.8,2.631,0.966,15.12,2.094,1.392,15.0,0.0,15.0,15.0,281.7,2.1,6.0,6.0,0.0,0.0,0.0,21.0,0.0,0.0,0.87,159.0,3.9,0.0,15.69,0.0,0.0,0.0,0.03,0.03,0.54,9.63,5.13,18.57,1.26,16.8,0.33,0.0,3.6,3.21,0.12,0.0,0.15,0.0,0.0,0.0,240.0,2.415,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.014,3.69,3.78,6.54,7.35,2.136,1.032,3.27,2.808,4.41,5.16,3.21,4.8,7.53,12.66,4.23,3.48,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,"베트남길거리음식 응오싸오,반싸오- 옥수수볶음",0.0,371.0,1487.65,8.5,0.0,0.0,87.85,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
