,recipe_title,총합_수분,총합_에너지(kcal),총합_에너지(kj),총합_단백질,총합_지방,총합_회분,총합_탄수화물,"총합_섬유질, 식이섬유",총합_당,총합_자당,총합_포도당,총합_과당,총합_유당,총합_엿당,총합_갈락토스,총합_칼슘,총합_철,총합_마그네슘,총합_인,총합_칼륨,총합_나트륨,총합_아연,총합_구리,총합_망간,총합_셀레늄,총합_플루오린,총합_비타민c,총합_티아민,총합_리보플라빈,총합_비타민b3,총합_비타민b5,총합_비타민b6,"총합_엽산, 총계",총합_엽산,"총합_엽산, 식품","총합_엽산, dfe",총합_콜린,총합_비타민b12,총합_비타민a(rae),총합_레티놀,"총합_카로틴, 베타","총합_카로틴, 알파",총합_베타-크립토잔틴,총합_비타민a(iu),총합_라이코펜,총합_루테인+제아잔틴,총합_비타민e(알파-토코페롤),"총합_비타민d(d2+d3),...",총합_비타민d(d2+d3),총합_비타민k(필로퀴논),"총합_지방산, 총포화지방산",총합_sfa 4:0,총합_sfa 6:0,총합_sfa 8:0,총합_sfa 10:0,총합_sfa 12:0,총합_sfa 14:0,총합_sfa 16:0,총합_sfa 18:0,"총합_지방산, 총 단일불포화지방산",총합_mufa 16:1,총합_mufa 18:1,총합_mufa 20:1,총합_mufa 22:1,"총합_지방산, 총 다중불포화지방산",총합_pufa 18:2,총합_pufa 18:3,총합_pufa 18:4,총합_pufa 20:4,총합_pufa 20:5 n-3 (epa),총합_pufa 22:5 n-3 (dpa),총합_pufa 22:6 n-3 (dha),총합_콜레스테롤,총합_알코올,총합_카페인,총합_테오브로민,총합_녹말,총합_베타인,총합_베타토코페롤,총합_감마토코페롤,총합_델타토코페롤,총합_알파토코트리에놀,총합_베타토코트리에놀,총합_감마토코트리에놀,총합_델타토코트리에놀,총합_비타민k,총합_sfa 15:0,총합_sfa 17:0,총합_sfa 20:0,총합_sfa 22:0,총합_sfa 24:0,총합_mufa 14:1,총합_mufa 15:1,총합_mufa 17:1,"총합_pufa 20:2 n-6 c,c",총합_pufa 20:3,"총합_지방산, 총 트랜스지방",총합_트립토판,총합_트레오닌,총합_이소류신,총합_류신,총합_라이신,총합_메티오닌,총합_시스틴,총합_페닐알라닌,총합_티로신,총합_발린,총합_아르기닌,총합_히스티딘,총합_알라닌,총합_아스파르트산,총합_글루탐산,총합_글리신,총합_프폴린,총합_세린,총합_질소,총합_에너지(수중 일반 요인),총합_에너지(수중 특정 요인),총합_sfa 13:0,총합_mufa 18:1 c,총합_mufa 24:1 c,"총합_pufa 18:3 n-3 c,c,c (ala)","총합_pufa 18:3 n-6 c,c,c","총합_지방산, 총 트랜스-모노",총합_tfa 18:1 t,총합_하이드록시프롤린,총합_비타민d3(콜레칼시페롤),총합_바이오틴,총합_비타민d2(에르고칼시페롤),총합_mufa 16:1 c,"총합_pufa 18:2 n-6 c,c",총합_pufa 18:2 clas,총합_pufa 18:2 i,총합_스티그마스테롤,총합_캄페스테롤,총합_베타-시토스테롤,총합_총 식이섬유(aoac 2011.25),총합_고분자량 식이섬유,총합_저분자량 식이섬유,총합_총 당,총합_몰리브덴,총합_비타민k(메나퀴논-4),총합_mufa 22:1 c,총합_pufa 20:3 n-3,총합_pufa 20:3 n-6,총합_pufa 22:4,총합_tfa 16:1 t,총합_tfa 22:1 t,총합_tfa 18:2 t 더 이상..,"총합_지방산, 총 트랜스-폴리에노익",총합_pufa 18:3i,총합_감마-카로틴,총합_알파-크립토잔틴,총합_베타-글루칸,총합_글루타티온,총합_에르고스타-7-에놀,"총합_에르고스타-7, 22-디에놀","총합_에르고스타-5, 7-디에놀",총합_에르고스테롤,총합_베타-시토스타놀,총합_델타-5-아베나스테롤,총합_델타-7-스티그마스테롤,총합_에르고티오네인,총합_요오드,"총합_tfa 18:2 t,t","총합_탄수화물, 합계","총합_섬유질, 수용성","총합_섬유질, 불용성"
928,노오븐! 간단한 크렘브륄레 만들기 [NO BAKE] Creme brulee,478.91,1674.5,7021.4,73.91,108.91,9.095,95.93,0.0,67.74,50.18,0.72,0.28,15.88,0.28,0.28,891.5,11.035,53.0,1845.0,887.0,327.5,10.465,0.341,0.231,234.2,7.8,0.0,0.764,2.676,0.375,13.043,1.511,599.0,0.0,599.0,599.0,3333.1,9.21,1566.0,1523.0,358.0,152.0,132.0,5901.0,0.0,4360.0,10.35,875.0,21.6,3.1,40.099,0.072,0.054,0.075,0.117,0.123,0.689,28.301,10.058,47.631,3.723,43.55,0.344,0.036,16.905,14.25,0.424,0.0,1.752,0.044,0.0,0.456,4335.0,0.0,0.0,0.0,0.0,5.4,0.2,5.32,0.24,0.12,0.0,0.0,0.0,0.4,0.082,0.222,0.134,0.152,0.036,0.117,0.006,0.006,0.0,0.0,0.0,0.837,3.177,3.986,6.557,5.726,1.776,1.116,3.246,3.222,4.456,4.688,1.967,3.686,7.064,10.148,2.153,3.58,5.929,0.0,0.0,0.0,0.0,0.639,0.0,0.012,0.0,0.0,0.111,0.0,21.6,0.0,0.0,0.051,0.081,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,마시멜로우아이스크림 달콤해서 너무 져아~♬,161.82,75.6,318.6,6.066,1.746,1.35,8.982,0.0,9.36,0.0,0.0,0.0,9.36,0.0,0.0,225.0,0.054,19.8,171.0,270.0,79.2,0.756,0.018,0.005,5.94,4.68,0.0,0.036,0.333,0.167,0.65,0.067,9.0,0.0,9.0,9.0,31.86,0.846,25.2,23.4,3.6,0.0,0.0,84.6,0.0,0.0,0.018,1.8,0.0,0.18,1.139,0.043,0.032,0.023,0.049,0.052,0.164,0.517,0.227,0.499,0.031,0.45,0.0,0.0,0.063,0.054,0.007,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.011,0.004,0.0,0.0,0.013,0.004,0.004,0.0,0.0,0.0,0.077,0.257,0.313,0.574,0.508,0.158,0.036,0.313,0.306,0.396,0.173,0.182,0.205,0.518,1.361,0.121,0.598,0.365,0.0,0.0,0.0,0.0,0.383,0.0,0.007,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.031,0.049,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,아코디언 감자 만들기 - 한장씩 뜯어먹는 재미!,245.73,107.55,450.0,5.558,12.945,2.684,48.009,0.0,0.009,0.39,0.63,0.93,0.75,0.75,0.0,21.6,1.113,67.2,174.6,1341.6,7.65,1.124,0.392,0.481,7.65,0.42,69.9,0.154,0.005,4.746,0.016,0.435,0.45,0.0,0.45,0.45,2.82,0.026,102.6,100.65,23.7,0.0,0.0,375.0,0.0,0.0,0.348,0.0,0.0,3.45,7.575,0.484,0.301,0.178,0.379,0.388,1.116,3.255,1.5,3.51,0.273,3.06,0.015,0.0,0.451,0.274,0.177,0.0,0.0,0.0,0.0,0.0,32.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.084,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.008,0.012,0.01,0.003,0.001,0.006,0.006,0.009,0.005,0.003,0.004,0.01,0.027,0.003,0.012,0.007,0.87,219.0,216.0,0.0,2.55,0.0,0.047,0.0,0.0,0.447,0.0,0.0,0.0,0.0,0.144,0.325,0.04,0.044,0.0,0.0,0.6,41.4,39.6,1.77,1.95,23.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,옥수수콘치즈 is 뭔들..♡ 간단하게 만들기,10.53,448.55,1875.0,3.708,41.395,0.756,19.243,2.7,3.443,0.18,0.015,0.019,0.0,0.0,0.0,6.6,0.082,0.675,11.475,281.1,254.775,0.07,0.01,0.003,1.012,0.42,0.0,0.004,0.012,0.006,0.081,0.003,2.325,0.0,2.325,2.325,15.645,0.07,108.6,106.275,25.95,0.0,1.5,399.375,0.0,4.5,1.578,2.625,0.075,62.175,12.144,0.484,0.301,0.178,0.379,0.388,1.137,6.221,2.662,10.157,0.306,9.247,0.104,0.008,17.773,14.937,2.224,0.0,0.019,0.0,0.0,0.002,48.0,0.0,0.0,0.0,0.0,0.0,0.277,13.312,3.825,0.0,0.0,0.0,0.0,0.0,0.005,0.111,0.108,0.09,0.032,0.0,0.0,0.015,0.011,0.001,0.07,0.008,0.026,0.032,0.048,0.037,0.016,0.01,0.028,0.023,0.036,0.032,0.013,0.027,0.045,0.08,0.017,0.029,0.04,0.0,0.0,0.0,0.0,8.7,0.0,2.046,0.047,0.014,0.457,0.0,0.0,0.0,0.0,0.176,14.913,0.061,0.044,14.625,14.625,38.85,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.001,0.0,0.0,0.001,0.003,0.056,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932,브런치로 어때?♥햄치즈브레드푸딩,273.3,84.0,351.0,6.51,1.41,2.97,15.87,6.6,7.02,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.22,36.0,261.0,1068.0,6.0,2.61,1.512,0.345,35.7,0.0,12.0,0.219,0.9,13.38,6.48,0.285,54.0,0.0,54.0,54.0,61.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,24.0,0.6,0.0,0.183,0.0,0.0,0.0,0.003,0.015,0.006,0.09,0.03,0.024,0.0,0.021,0.0,0.0,0.549,0.537,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.225,0.159,0.252,0.225,0.066,0.027,0.18,0.093,0.489,0.165,0.12,0.42,0.411,0.72,0.192,0.159,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,딸이 최고! 군고구마 쉽게 만드는 법,154.6,172.0,718.0,3.14,0.1,1.98,40.2,6.0,8.36,5.04,1.92,1.4,0.0,0.0,0.0,60.0,1.22,50.0,94.0,674.0,110.0,0.6,0.302,0.516,1.2,0.0,4.8,0.156,0.122,1.114,1.6,0.418,22.0,0.0,22.0,22.0,24.6,0.0,1418.0,0.0,17020.0,14.0,0.0,28400.0,0.0,0.0,0.52,0.0,0.0,3.6,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.002,0.002,0.0,0.002,0.0,0.0,0.028,0.026,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.166,0.11,0.184,0.132,0.058,0.044,0.178,0.068,0.172,0.11,0.062,0.154,0.764,0.31,0.126,0.104,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,닭감자조림 맛있게 만드는 법,514.17,998.9,4093.5,100.887,38.551,10.215,88.569,2.91,5.014,1.28,2.48,1.91,0.5,0.5,0.0,108.55,5.971,173.1,908.4,2008.85,1887.4,4.535,0.522,0.897,92.79,1.1,62.1,0.458,0.446,45.256,3.208,2.301,41.0,0.0,41.0,41.0,315.69,1.02,18.0,18.0,1.0,0.0,0.0,413.0,0.0,4.0,1.118,15.0,0.3,61.48,7.432,0.0,0.0,0.0,0.0,0.03,0.095,2.59,0.999,5.765,0.46,5.143,0.1,0.0,4.547,3.971,0.121,0.0,0.18,0.03,0.03,0.06,255.0,2.415,0.0,0.0,0.0,27.64,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.136,4.057,5.057,7.216,8.107,2.615,1.231,3.844,3.256,4.77,5.9,2.968,5.208,8.649,14.784,4.706,4.041,3.377,0.58,146.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,26.4,1.18,1.3,15.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,코다리조림,28.413,216.0,904.05,3.726,45.586,5.716,34.462,1.215,27.4,15.007,0.112,0.0,0.0,0.0,0.0,13.5,0.551,27.825,62.25,311.925,2452.125,0.361,0.017,0.383,0.33,0.0,0.0,0.017,0.065,0.825,0.111,0.055,5.25,0.0,5.25,5.25,6.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,1.02,7.19,0.0,0.0,0.0,0.0,0.0,0.0,0.689,0.363,12.115,0.015,2.977,0.015,0.0,25.797,3.185,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.102,0.119,0.201,0.143,0.036,0.044,0.132,0.092,0.124,0.174,0.065,0.11,0.27,0.592,0.111,0.185,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,생강머랭.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,TV에 나온 파인애플심지 구이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,고등어조림 만드는 방법,100.298,88.6,313.05,2.066,0.4,0.773,18.728,3.2,8.127,0.992,1.978,1.29,0.0,0.0,0.0,24.325,0.256,12.45,33.75,209.625,350.45,0.194,0.041,0.154,0.898,1.1,7.65,0.047,0.031,0.171,0.13,0.124,19.35,0.0,19.35,19.35,6.557,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.02,0.0,0.0,0.4,0.092,0.0,0.0,0.0,0.0,0.0,0.004,0.035,0.004,0.074,0.0,0.015,0.0,0.0,0.152,0.019,0.005,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.845,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.028,0.022,0.038,0.049,0.004,0.007,0.034,0.02,0.029,0.116,0.018,0.028,0.109,0.298,0.032,0.024,0.031,0.027,3.575,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,고등어조림,0.0,66.0,276.75,4.26,0.105,0.0,9.92,1.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,4251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,썬드라이드 토마토 만들기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,새로운맛이야~새송이버섯치즈구이,29.94,212.2,887.0,16.5,15.26,1.44,1.86,0.0,0.738,0.0,0.0,0.0,0.0,0.0,0.0,438.65,0.178,15.6,314.4,57.05,9.7,1.878,0.016,0.0,9.42,0.0,0.0,0.012,0.204,0.072,0.0,0.048,5.4,0.0,5.4,5.4,11.055,0.552,82.2,79.8,26.4,0.0,0.0,310.2,0.0,0.0,0.81,7.8,0.18,4.09,7.23,0.335,0.066,0.072,0.162,0.108,1.032,3.691,1.346,6.554,0.344,6.061,0.016,0.0,0.83,0.704,0.128,0.0,0.0,0.0,0.0,0.0,32.4,0.0,0.0,0.0,0.0,0.005,0.006,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.021,0.006,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,커피 브레드 푸딩,99.1,2.0,7.0,0.1,0.0,0.17,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.04,4.0,3.0,30.0,4.0,0.01,0.011,0.015,0.1,0.0,0.0,0.0,0.001,0.236,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,웨지감자 맛있게 만드는 법,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,매콤한 굴비조림,279.965,2498.25,10458.15,450.409,62.402,4.48,34.956,1.8,8.346,0.13,0.21,0.31,0.25,0.25,0.0,26.45,0.867,66.55,92.05,9575.2,4428.98,0.66,0.254,0.395,8.865,0.0,222.375,0.131,0.187,3.198,0.018,0.698,51.65,0.0,7.65,7.65,1.98,0.072,0.6,0.6,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.8,19.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.736,0.0,0.0,0.0,0.0,11.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,119.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,13.2,0.59,0.65,7.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
