,recipe_title,총합_수분,총합_에너지(kcal),총합_에너지(kj),총합_단백질,총합_지방,총합_회분,총합_탄수화물,"총합_섬유질, 식이섬유",총합_당,총합_자당,총합_포도당,총합_과당,총합_유당,총합_엿당,총합_갈락토스,총합_칼슘,총합_철,총합_마그네슘,총합_인,총합_칼륨,총합_나트륨,총합_아연,총합_구리,총합_망간,총합_셀레늄,총합_플루오린,총합_비타민c,총합_티아민,총합_리보플라빈,총합_비타민b3,총합_비타민b5,총합_비타민b6,"총합_엽산, 총계",총합_엽산,"총합_엽산, 식품","총합_엽산, dfe",총합_콜린,총합_비타민b12,총합_비타민a(rae),총합_레티놀,"총합_카로틴, 베타","총합_카로틴, 알파",총합_베타-크립토잔틴,총합_비타민a(iu),총합_라이코펜,총합_루테인+제아잔틴,총합_비타민e(알파-토코페롤),"총합_비타민d(d2+d3),...",총합_비타민d(d2+d3),총합_비타민k(필로퀴논),"총합_지방산, 총포화지방산",총합_sfa 4:0,총합_sfa 6:0,총합_sfa 8:0,총합_sfa 10:0,총합_sfa 12:0,총합_sfa 14:0,총합_sfa 16:0,총합_sfa 18:0,"총합_지방산, 총 단일불포화지방산",총합_mufa 16:1,총합_mufa 18:1,총합_mufa 20:1,총합_mufa 22:1,"총합_지방산, 총 다중불포화지방산",총합_pufa 18:2,총합_pufa 18:3,총합_pufa 18:4,총합_pufa 20:4,총합_pufa 20:5 n-3 (epa),총합_pufa 22:5 n-3 (dpa),총합_pufa 22:6 n-3 (dha),총합_콜레스테롤,총합_알코올,총합_녹말,총합_베타인,총합_베타토코페롤,총합_감마토코페롤,총합_델타토코페롤,총합_알파토코트리에놀,총합_감마토코트리에놀,총합_비타민k,총합_sfa 15:0,총합_sfa 17:0,총합_sfa 20:0,총합_sfa 22:0,총합_sfa 24:0,총합_mufa 14:1,총합_mufa 15:1,총합_mufa 17:1,"총합_pufa 20:2 n-6 c,c",총합_pufa 20:3,"총합_지방산, 총 트랜스지방",총합_트립토판,총합_트레오닌,총합_이소류신,총합_류신,총합_라이신,총합_메티오닌,총합_시스틴,총합_페닐알라닌,총합_티로신,총합_발린,총합_아르기닌,총합_히스티딘,총합_알라닌,총합_아스파르트산,총합_글루탐산,총합_글리신,총합_프폴린,총합_세린,총합_질소,총합_에너지(수중 일반 요인),총합_에너지(수중 특정 요인),총합_sfa 13:0,총합_mufa 18:1 c,"총합_pufa 18:3 n-3 c,c,c (ala)","총합_pufa 18:3 n-6 c,c,c","총합_지방산, 총 트랜스-모노",총합_tfa 18:1 t,총합_하이드록시프롤린,총합_비타민d3(콜레칼시페롤),총합_바이오틴,총합_비타민d2(에르고칼시페롤),총합_mufa 16:1 c,"총합_pufa 18:2 n-6 c,c",총합_pufa 18:2 clas,총합_pufa 18:2 i,총합_스티그마스테롤,총합_캄페스테롤,총합_베타-시토스테롤,총합_총 식이섬유(aoac 2011.25),총합_고분자량 식이섬유,총합_저분자량 식이섬유,총합_총 당,총합_몰리브덴,총합_비타민k(메나퀴논-4),총합_mufa 22:1 c,총합_pufa 20:3 n-3,총합_tfa 16:1 t,총합_tfa 18:2 t 더 이상..,"총합_지방산, 총 트랜스-폴리에노익",총합_감마-카로틴,총합_알파-크립토잔틴,총합_베타-글루칸,총합_글루타티온,총합_에르고스타-7-에놀,"총합_에르고스타-7, 22-디에놀","총합_에르고스타-5, 7-디에놀",총합_에르고스테롤,총합_베타-시토스타놀,총합_델타-5-아베나스테롤,총합_델타-7-스티그마스테롤,총합_에르고티오네인
60,동태찌개 만드는법~,527.163,356.45,1489.1,8.566,16.144,6.602,65.492,7.71,37.824,16.98,4.03,2.58,0.0,0.0,0.0,123.05,2.232,90.2,187.8,1158.5,1669.22,1.272,0.344,1.051,9.19,2.2,342.35,0.258,0.431,3.124,0.497,1.094,160.7,0.0,94.7,94.7,20.32,0.0,109.0,0.0,1307.0,0.0,0.0,2179.0,0.0,169.5,0.355,0.0,0.0,109.34,2.321,0.0,0.0,0.0,0.0,0.0,0.025,1.472,0.735,6.058,0.03,5.992,0.03,0.0,6.524,6.417,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.187,0.193,0.309,0.274,0.051,0.043,0.208,0.149,0.214,0.465,0.109,0.204,0.549,1.328,0.22,0.28,0.232,0.33,69.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,구수하니 맛난 꽃게 된장찌개,276.67,843.85,3534.75,80.033,53.076,11.395,10.028,3.06,0.4,0.045,0.355,0.0,0.0,0.0,0.0,66.15,4.152,124.9,843.9,1696.85,2640.9,7.495,0.323,0.558,124.735,0.0,1.62,2.608,1.141,21.628,3.368,1.419,67.8,0.0,67.8,67.8,309.465,1.89,5.4,5.4,0.0,0.0,0.0,18.9,0.0,0.0,0.793,148.1,3.61,0.0,16.081,0.0,0.0,0.0,0.027,0.027,0.486,8.72,4.62,20.913,1.134,15.156,0.297,0.0,11.762,3.076,0.162,0.0,0.135,0.0,0.0,0.0,216.0,0.0,0.0,24.53,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996,3.553,3.635,6.258,6.916,1.996,1.002,3.252,2.777,4.348,4.962,3.037,4.642,7.291,12.485,4.051,3.414,3.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,된장찌개 맛있게끓이는법~,81.603,342.55,1460.3,4.716,31.87,2.377,12.485,0.06,0.048,0.0,0.0,0.0,0.0,0.0,0.0,80.36,1.305,26.015,60.0,227.22,693.395,0.562,0.2,0.406,10.602,0.03,0.0,0.02,0.02,0.1,0.088,0.115,26.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.019,0.0,0.0,0.0,0.0,0.0,0.004,0.142,0.048,8.638,0.004,0.292,0.0,0.0,17.374,0.666,0.089,0.0,0.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.131,0.159,0.244,0.212,0.041,0.044,0.157,0.108,0.162,0.214,0.093,0.132,0.355,0.556,0.126,0.173,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,부추불고기,185.35,269.475,1084.3,23.97,5.566,0.63,16.627,2.988,5.151,0.99,1.97,1.29,0.0,0.0,0.0,32.85,0.524,21.4,53.95,329.55,234.79,0.428,0.118,0.229,3.35,1.1,106.9,0.09,0.128,0.797,0.123,0.377,41.95,0.0,19.95,19.95,9.71,0.004,0.2,0.0,3.6,0.0,0.0,2.0,0.0,4.0,0.02,0.0,0.0,1.865,0.103,0.0,0.0,0.0,0.0,0.0,0.005,0.072,0.014,0.081,0.0,0.065,0.001,0.0,0.187,0.137,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.021,0.014,0.025,0.039,0.002,0.004,0.025,0.014,0.021,0.104,0.014,0.021,0.091,0.258,0.025,0.012,0.021,0.11,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,팽이버섯 돼지고기볶음,48.443,204.55,856.05,6.078,0.664,7.494,55.668,2.3,36.482,15.016,0.147,0.012,0.0,0.0,0.008,37.15,1.146,41.85,82.6,294.35,2555.95,0.452,0.087,1.1,3.01,1.71,2.5,0.02,0.086,1.047,0.204,0.081,7.15,0.0,7.15,7.15,8.8,0.0,1.35,0.0,15.5,0.6,1.25,27.35,1.0,22.7,0.052,0.0,0.0,8.2,0.132,0.0,0.001,0.005,0.002,0.005,0.002,0.053,0.02,0.107,0.004,0.068,0.0,0.0,0.198,0.14,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.855,0.0,0.328,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.008,0.0,0.046,0.134,0.161,0.292,0.184,0.048,0.06,0.181,0.134,0.177,0.224,0.086,0.163,0.394,0.782,0.156,0.292,0.195,0.265,35.75,32.5,0.0,0.032,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,[찌개] 닭안심살 비지찌개,42.72,132.75,555.45,5.541,0.868,9.12,27.93,1.185,17.643,0.06,0.18,0.0,0.0,0.0,0.0,19.8,0.87,44.4,99.6,321.3,3628.8,0.522,0.026,0.612,0.3,0.0,0.0,0.02,0.099,1.32,0.178,0.089,8.4,0.0,8.4,8.4,10.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.004,0.123,0.0,0.048,0.0,0.0,0.312,0.14,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.163,0.191,0.322,0.229,0.058,0.071,0.212,0.146,0.199,0.278,0.104,0.176,0.431,0.948,0.178,0.296,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,차돌된장찌개,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,유자 돼지불고기,69.66,375.35,1484.15,33.621,20.416,1.35,8.63,0.12,1.814,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0.885,28.9,246.9,437.85,2954.9,2.393,0.074,0.009,45.51,0.0,0.6,0.877,0.321,5.04,0.698,0.464,5.0,0.0,5.0,5.0,93.9,0.7,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.29,53.0,1.3,0.0,6.164,0.0,0.0,0.0,0.01,0.01,0.18,3.21,1.71,7.702,0.42,5.6,0.11,0.0,4.952,1.07,0.04,0.0,0.05,0.0,0.0,0.0,80.0,2.415,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338,1.23,1.26,2.18,2.45,0.712,0.344,1.09,0.936,1.47,1.72,1.07,1.6,2.51,4.22,1.41,1.16,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,사과소스 돼지불고기,19.35,89.1,0.0,5.76,2.704,0.0,11.43,2.43,2.79,0.0,0.0,0.0,0.0,0.0,0.0,25.65,1.12,21.6,71.55,94.5,1678.5,1.152,0.189,0.0,3.15,0.0,0.0,0.044,0.105,0.408,0.0,0.09,8.55,0.0,8.55,8.55,32.49,0.036,1.8,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,13.185,0.459,0.0,0.0,0.0,0.0,0.0,0.007,0.338,0.09,0.504,0.0,0.468,0.011,0.0,1.296,1.116,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,파김치찌개,281.9,715.6,3016.9,48.76,51.13,2.775,27.08,2.34,0.218,0.0,0.0,0.0,0.0,0.0,0.0,43.3,1.967,64.3,417.9,1031.7,2319.69,3.967,0.214,0.26,73.01,0.0,245.1,1.414,0.722,9.256,1.064,1.253,78.1,0.0,9.1,9.1,141.38,1.05,3.0,3.0,0.0,0.0,0.0,126.5,0.0,0.0,0.486,79.5,1.95,19.3,11.652,0.0,0.0,0.0,0.015,0.015,0.27,4.821,2.566,17.61,0.63,8.406,0.165,0.0,18.376,1.62,0.061,0.0,0.075,0.0,0.0,0.0,120.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509,1.852,1.898,3.281,3.685,1.07,0.516,1.641,1.41,2.213,2.594,1.608,2.409,3.783,6.369,2.124,1.753,1.704,0.25,54.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,4.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,돼지고기 호박 오가리볶음,37.68,26.25,109.8,1.428,0.256,4.497,4.894,0.27,1.686,0.015,0.045,0.0,0.0,0.0,0.0,7.35,0.362,12.6,28.2,115.05,1875.3,0.164,0.015,0.168,0.075,0.0,22.44,0.016,0.049,0.406,0.078,0.069,3.9,0.0,3.9,3.9,2.745,0.0,2.4,0.0,27.3,1.8,2.1,48.6,0.0,36.3,0.036,0.0,0.0,0.72,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.003,0.045,0.0,0.021,0.0,0.0,0.119,0.094,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.046,0.053,0.089,0.064,0.016,0.021,0.058,0.04,0.056,0.077,0.029,0.05,0.13,0.257,0.05,0.081,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,소라된장찌개 & 삼겹제육볶음,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,보글보글 언제 먹어도 맛난 묵은지 돼지고기 찌게,88.7,6.0,25.0,1.455,0.215,0.53,9.115,0.0,0.0,0.065,0.105,0.155,0.125,0.125,0.0,17.5,0.555,15.15,38.0,266.5,6.5,0.255,0.113,0.182,1.45,0.0,13.25,0.028,0.012,1.023,0.018,0.091,21.5,0.0,21.5,21.5,0.0,0.0,6.5,0.0,66.5,24.5,0.0,131.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,36.5,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,6.6,0.295,0.325,3.9,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,감귤 소고기볶음,1077.05,864.15,3612.15,50.362,69.016,5.965,43.347,7.725,4.982,0.244,0.531,0.954,0.25,0.25,0.0,120.05,4.902,111.85,505.0,1759.75,4340.18,4.932,0.621,0.629,78.51,185.76,223.305,1.482,0.8,12.152,1.18,1.648,55.7,0.0,11.7,11.7,150.96,1.05,225.0,3.0,2250.0,313.5,523.5,4450.5,3.15,46.5,12.63,79.5,1.95,43.79,14.482,0.0,0.002,0.0,0.017,0.027,0.298,10.143,3.502,42.687,1.209,40.953,0.307,0.0,7.88,7.118,0.482,0.0,0.075,0.0,0.0,0.0,120.0,0.0,0.0,5.85,0.085,0.885,0.0,0.465,0.428,0.1,0.0,0.012,0.195,0.066,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.518,1.886,1.949,3.365,3.729,1.088,0.543,1.691,1.432,2.286,2.654,1.632,2.468,4.018,6.568,2.205,1.927,1.729,0.51,119.0,112.0,0.004,0.468,0.078,0.002,0.0,0.0,0.0,1.95,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,13.2,0.59,0.65,7.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,오징어 돼지고기 볶음,667.7,653.7,2726.5,76.561,31.239,5.64,27.33,11.72,6.056,0.0,5.0,0.36,0.0,0.0,0.0,145.0,5.63,186.0,943.0,1882.2,2611.09,9.73,0.959,1.142,106.3,0.0,125.3,2.051,1.543,19.919,6.085,1.863,166.0,0.0,144.0,144.0,231.0,1.4,28.0,4.0,261.0,18.0,18.0,479.0,0.0,0.0,0.64,142.0,3.4,91.5,10.719,0.0,0.0,0.0,0.02,0.02,0.366,6.597,3.444,12.594,0.84,11.368,0.22,0.0,3.744,2.842,0.605,0.0,0.1,0.0,0.0,0.0,176.5,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.698,3.13,3.171,5.539,5.81,1.49,0.732,2.402,2.028,3.665,3.752,2.252,3.534,5.622,9.8,3.11,2.52,2.55,0.11,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.7,0.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,야채 된장찌개 만들기 채식 다시마육수 된장찌개 채수로 만든 두부된장찌개,632.176,826.875,3102.9,92.682,21.999,7.137,74.754,6.95,29.762,5.98,1.97,1.29,0.0,0.0,0.0,648.3,14.72,214.2,822.3,2217.25,1800.23,8.238,1.148,0.65,155.49,1.1,216.0,0.388,1.327,57.78,2.754,1.267,109.5,0.0,65.5,65.5,29.35,2.504,61.2,60.0,16.6,0.0,0.0,550.0,0.0,4.0,2.456,0.0,0.0,67.49,5.546,0.0,0.0,0.0,0.0,0.056,1.217,3.137,1.074,5.163,1.6,2.838,0.008,0.46,7.694,1.189,0.128,0.22,0.028,2.152,0.116,3.644,240.0,2.415,0.0,0.1,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.932,3.611,3.79,6.659,7.548,2.416,0.876,3.219,2.778,4.246,5.025,2.42,4.967,8.464,12.536,3.961,2.93,3.367,0.379,67.45,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,캠핑요리로도 좋은 백선생 고추장찌개 만들기 해볼까요?,855.613,1507.725,6279.4,145.354,78.884,8.082,61.704,17.042,27.622,1.04,3.206,2.916,0.0,0.0,0.004,1236.075,29.223,260.275,1293.95,4609.85,4571.4,30.0,1.358,2.865,114.723,91.555,42.0,0.673,1.237,23.662,4.324,2.027,196.425,0.0,196.425,196.425,460.683,10.56,38.675,12.0,302.75,12.3,12.625,816.675,0.5,2135.35,0.716,8.0,0.0,81.8,26.14,0.0,0.0,0.003,0.017,0.049,1.761,14.854,8.267,30.427,2.219,26.468,0.18,0.0,11.342,9.112,1.6,0.0,0.188,0.012,0.064,0.004,352.0,0.0,0.0,35.122,0.0,0.164,0.0,0.061,0.0,0.0,0.285,0.658,0.053,0.003,0.003,0.462,0.0,0.544,0.0,0.004,2.288,0.761,4.41,4.946,8.594,8.056,2.258,0.87,4.263,3.423,5.373,7.106,3.123,5.927,10.073,16.622,6.247,5.541,4.613,0.0,0.0,0.0,0.0,0.023,0.241,0.048,2.288,2.288,1.504,0.0,0.0,0.0,0.002,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,백종원 콩나물 찌개 끓이는 법,292.1,561.0,2339.0,59.13,28.53,4.48,16.62,4.2,5.52,0.0,0.22,0.0,0.0,0.0,0.0,52.0,3.92,95.0,640.0,1527.0,136.0,5.69,0.382,0.28,93.3,0.0,145.2,2.051,0.928,18.35,2.947,1.534,81.0,0.0,81.0,81.0,246.4,1.4,52.0,4.0,534.0,36.0,40.0,966.0,0.0,709.0,1.28,111.0,2.7,14.0,10.529,0.0,0.0,0.0,0.02,0.02,0.362,6.48,3.427,12.404,0.84,11.224,0.22,0.0,2.763,2.45,0.132,0.0,0.1,0.0,0.0,0.0,160.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.742,2.644,2.675,4.595,5.119,1.478,0.746,2.392,2.054,3.254,3.646,2.251,3.472,5.496,9.084,3.004,2.467,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,멸치쌈밥....멸치찌개 & 상추쌈..(sole food),126.19,4243.7,17753.025,545.893,59.422,2.215,350.334,9.69,90.562,0.008,0.022,0.0,0.0,0.0,0.0,17.975,0.894,30.55,162.45,5399.8,6538.525,1.46,0.08,0.214,25.188,0.0,142.3,0.496,0.315,3.705,0.371,0.546,50.55,0.0,3.55,3.55,48.323,0.35,1.0,1.0,0.0,0.0,0.0,3.5,0.0,0.0,0.145,26.5,0.65,0.0,12.188,0.0,0.0,0.0,0.005,0.005,0.09,1.609,0.856,13.17,0.21,2.806,0.055,0.0,19.615,0.553,0.022,0.0,0.025,0.0,0.0,0.0,3829.0,0.0,0.0,4.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.635,0.654,1.13,1.254,0.363,0.181,0.571,0.486,0.76,0.895,0.548,0.822,1.309,2.228,0.727,0.617,0.594,0.14,31.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
