,ingd_code,ingd_name,dcode
1726,I005885,산화아연,pygk5nk0pe369
1727,I007347,산화제이구리,pygk5nk0pe369
1728,I003672,셀레늄,pygk5nk0pe369
1729,I004351,아스코르브산,pygk5nk0pe369
1730,I001069,토코페롤아세테이트,pygk5nk0pe369
1731,I002011,황산망간수화물,pygk5nk0pe369
1732,I004524,β-카로틴,pygk5nk0pe369
1733,I007005,다엽,A11AKP08L0237
1734,I005057,오르토시포니스엽,A11AKP08L0237
1735,I002541,니코틴산아미드,2023022300001
1736,I003529,리보플라빈,2023022300001
1737,I004465,벤포티아민,2023022300001
1738,I000032,비오틴,2023022300001
1739,I001985,산화마그네슘,2023022300001
1740,I005885,산화아연,2023022300001
1741,I012318,셀레늄함유건조효모,2023022300001
1742,I000703,시아노코발라민,2023022300001
1743,I004351,아스코르브산,2023022300001
1744,I005733,우르소데옥시콜산,2023022300001
1745,I005713,유비데카레논,2023022300001
1746,I004928,이노시톨,2023022300001
1747,I000622,콜레칼시페롤,2023022300001
1748,I004642,콜린타르타르산염,2023022300001
1749,I001069,토코페롤아세테이트,2023022300001
1750,I000259,판토텐산칼슘,2023022300001
1751,I001587,폴산,2023022300001
1752,I003412,피리독신염산염,2023022300001
1753,I002717,γ-오리자놀,2023022300001
1754,I002541,니코틴산아미드,A11AKP08K0131
1755,I003529,리보플라빈,A11AKP08K0131
1756,I004351,아스코르브산,A11AKP08K0131
1757,I001699,인삼,A11AKP08K0131
1758,I001069,토코페롤아세테이트,A11AKP08K0131
1759,I006606,티아민질산염,A11AKP08K0131
1760,I003412,피리독신염산염,A11AKP08K0131
1761,I002075,메글루민가도베네이트,A11AOOOOO7204
1762,I002075,메글루민가도베네이트,2019110500031
1763,I002075,메글루민가도베네이트,2011080300006
1764,I002541,니코틴산아미드,2011051800007
1765,I006525,리보플라빈부티레이트,2011051800007
1766,I000703,시아노코발라민,2011051800007
1767,I004928,이노시톨,2011051800007
1768,I004645,콘드로이틴설페이트나트륨,2011051800007
1769,I004642,콜린타르타르산염,2011051800007
1770,I000259,판토텐산칼슘,2011051800007
1771,I006251,푸르설티아민염산염,2011051800007
1772,I003412,피리독신염산염,2011051800007
1773,I002717,γ-오리자놀,2011051800007
1774,I002541,니코틴산아미드,2020030200016
1775,I003529,리보플라빈,2020030200016
1776,I000032,비오틴,2020030200016
1777,I001985,산화마그네슘,2020030200016
1778,I005885,산화아연,2020030200016
1779,I000703,시아노코발라민,2020030200016
1780,I004351,아스코르브산,2020030200016
1781,I004642,콜린타르타르산염,2020030200016
1782,I006606,티아민질산염,2020030200016
1783,I000259,판토텐산칼슘,2020030200016
1784,I001587,폴산,2020030200016
1785,I001642,푸르설티아민,2020030200016
1786,I003412,피리독신염산염,2020030200016
1787,I002717,γ-오리자놀,2020030200016
1788,I002541,니코틴산아미드,2015071300017
1789,I003529,리보플라빈,2015071300017
1790,I004465,벤포티아민,2015071300017
1791,I000032,비오틴,2015071300017
1792,I005885,산화아연,2015071300017
1793,I000703,시아노코발라민,2015071300017
1794,I004351,아스코르브산,2015071300017
1795,I005733,우르소데옥시콜산,2015071300017
1796,I004928,이노시톨,2015071300017
1797,I004642,콜린타르타르산염,2015071300017
1798,I000259,판토텐산칼슘,2015071300017
1799,I001587,폴산,2015071300017
1800,I001642,푸르설티아민,2015071300017
1801,I003412,피리독신염산염,2015071300017
1802,I002541,니코틴산아미드,2012100500004
1803,I006525,리보플라빈부티레이트,2012100500004
1804,I000703,시아노코발라민,2012100500004
1805,I004928,이노시톨,2012100500004
1806,I004645,콘드로이틴설페이트나트륨,2012100500004
1807,I000259,판토텐산칼슘,2012100500004
1808,I001642,푸르설티아민,2012100500004
1809,I003412,피리독신염산염,2012100500004
1810,I002717,γ-오리자놀,2012100500004
1811,I002541,니코틴산아미드,2018031600003
1812,I003529,리보플라빈,2018031600003
1813,I000703,시아노코발라민,2018031600003
1814,I004928,이노시톨,2018031600003
1815,I004645,콘드로이틴설페이트나트륨,2018031600003
1816,I000622,콜레칼시페롤,2018031600003
1817,I004642,콜린타르타르산염,2018031600003
1818,I000259,판토텐산칼슘,2018031600003
1819,I001642,푸르설티아민,2018031600003
1820,I003412,피리독신염산염,2018031600003
1821,I002717,γ-오리자놀,2018031600003
1822,I004351,아스코르브산,A11AKP08G3171
1823,I001710,글리메피리드,2020020500013
1824,I002178,메트포르민염산염,2020020500013
1825,I001710,글리메피리드,2020020500016
1826,I002178,메트포르민염산염,2020020500016
1827,I001710,글리메피리드,2020032000008
1828,I001710,글리메피리드,2020041400009
1829,I002446,나프토피딜,2019111500020
1830,I001992,황산마그네슘수화물,2013121300014
1831,I001134,두타스테리드,2020031700019
1832,I000622,콜레칼시페롤,2017033000013
1833,I000622,콜레칼시페롤,2017052400003
1834,I005976,디아세레인,2020030200015
1835,I000622,콜레칼시페롤,2022081900003
1836,I006503,갈근,A11A1120A0365
1837,I001885,감초,A11A1120A0365
1838,I008132,고본,A11A1120A0365
1839,I006474,길경,A11A1120A0365
1840,I004272,당귀,A11A1120A0365
1841,I008207,목향,A11A1120A0365
1842,I006054,백지,A11A1120A0365
1843,I006080,백출,A11A1120A0365
1844,I006276,복령,A11A1120A0365
1845,I000679,산사,A11A1120A0365
1846,I006585,숙지황,A11A1120A0365
1847,I004698,승마,A11A1120A0365
1848,I006349,용안육,A11A1120A0365
1849,I012234,원지,A11A1120A0365
1850,I001699,인삼,A11A1120A0365
1851,I009530,죽여,A11A1120A0365
1852,I006550,황금,A11A1120A0365
1853,I006077,황기,A11A1120A0365
1854,I001852,레보플록사신수화물,2019122600011
1855,I001852,레보플록사신수화물,2019110800018
1856,I001852,레보플록사신수화물,2019052200035
1857,I001865,레보설피리드,2020021000002
1858,I002076,메글루민가도펜테테이트,bl7di9kbuzjfr
1859,I002076,메글루민가도펜테테이트,A11AOOOOO6935
1860,I003587,로수바스타틴칼슘,2020120300009
1861,I002681,오메가3산에틸에스테르90,2020120300009
1862,I001923,로사르탄칼륨,2020012200009
1863,I001923,로사르탄칼륨,2020021800015
1864,I004791,히드로클로로티아지드,2020021800015
1865,I003587,로수바스타틴칼슘,2018120600007
1866,I003587,로수바스타틴칼슘,2018120600008
1867,I003587,로수바스타틴칼슘,2020020700006
1868,I002681,오메가3산에틸에스테르90,2018041900006
1869,I003587,로수바스타틴칼슘,2015092500023
1870,I001392,에제티미브,2015092500023
1871,I003587,로수바스타틴칼슘,2015092500022
1872,I001392,에제티미브,2015092500022
1873,I003587,로수바스타틴칼슘,2015092500024
1874,I001392,에제티미브,2015092500024
1875,I001934,록소프로펜나트륨수화물,2019052200007
1876,I003593,록시트로마이신,2019121800014
1877,I002100,멜록시캄,2020021400007
1878,I002100,멜록시캄,2020021400006
1879,I000494,시프로플록사신염산염수화물,A11AMMMMM1704
1880,I003560,리바스티그민타르타르산염,2020012100008
1881,I003560,리바스티그민타르타르산염,2020012100010
1882,I001975,염화마그네슘수화물,2017101800001
1883,I002249,메틸프레드니솔론,2019110800011
1884,I000703,시아노코발라민,jbo1ancdog9vp
1885,I001069,토코페롤아세테이트,jbo1ancdog9vp
1886,I001642,푸르설티아민,jbo1ancdog9vp
1887,I003412,피리독신염산염,jbo1ancdog9vp
1888,I002717,γ-오리자놀,jbo1ancdog9vp
1889,I003489,레바미피드,2020021900017
1890,I002541,니코틴산아미드,2012031500003
1891,I003529,리보플라빈,2012031500003
1892,I004465,벤포티아민,2012031500003
1893,I000032,비오틴,2012031500003
1894,I001985,산화마그네슘,2012031500003
1895,I005885,산화아연,2012031500003
1896,I012318,셀레늄함유건조효모,2012031500003
1897,I000703,시아노코발라민,2012031500003
1898,I004351,아스코르브산,2012031500003
1899,I005733,우르소데옥시콜산,2012031500003
1900,I004928,이노시톨,2012031500003
1901,I001069,토코페롤아세테이트,2012031500003
1902,I000259,판토텐산칼슘,2012031500003
1903,I001587,폴산,2012031500003
1904,I001642,푸르설티아민,2012031500003
1905,I003412,피리독신염산염,2012031500003
1906,I002717,γ-오리자놀,2012031500003
1907,I002541,니코틴산아미드,2018022700013
1908,I006525,리보플라빈부티레이트,2018022700013
1909,I004465,벤포티아민,2018022700013
1910,I000032,비오틴,2018022700013
1911,I001985,산화마그네슘,2018022700013
1912,I005885,산화아연,2018022700013
1913,I012318,셀레늄함유건조효모,2018022700013
1914,I004351,아스코르브산,2018022700013
1915,I004928,이노시톨,2018022700013
1916,I000622,콜레칼시페롤,2018022700013
1917,I004642,콜린타르타르산염,2018022700013
1918,I001069,토코페롤아세테이트,2018022700013
1919,I000259,판토텐산칼슘,2018022700013
1920,I001587,폴산,2018022700013
1921,I003409,피리독살포스페이트수화물,2018022700013
1922,I004819,히드록소코발라민아세트산염,2018022700013
1923,I002717,γ-오리자놀,2018022700013
1924,I002541,니코틴산아미드,2015061500004
1925,I003529,리보플라빈,2015061500004
1926,I004465,벤포티아민,2015061500004
1927,I000032,비오틴,2015061500004
1928,I005885,산화아연,2015061500004
1929,I000703,시아노코발라민,2015061500004
1930,I004351,아스코르브산,2015061500004
1931,I005733,우르소데옥시콜산,2015061500004
1932,I004928,이노시톨,2015061500004
1933,I000622,콜레칼시페롤,2015061500004
1934,I004642,콜린타르타르산염,2015061500004
1935,I001069,토코페롤아세테이트,2015061500004
1936,I000259,판토텐산칼슘,2015061500004
1937,I001587,폴산,2015061500004
1938,I003412,피리독신염산염,2015061500004
1939,I002717,γ-오리자놀,2015061500004
1940,I001646,가바펜틴,2020021200006
1941,I001646,가바펜틴,2020021200005
1942,I005754,발사르탄,2020032600012
1943,I005754,발사르탄,2020031100011
1944,I002541,니코틴산아미드,A11AKP08G3874
1945,I003529,리보플라빈,A11AKP08G3874
1946,I000032,비오틴,A11AKP08G3874
1947,I000703,시아노코발라민,A11AKP08G3874
1948,I004928,이노시톨,A11AKP08G3874
1949,I004642,콜린타르타르산염,A11AKP08G3874
1950,I005414,티아민염산염,A11AKP08G3874
1951,I000259,판토텐산칼슘,A11AKP08G3874
1952,I001587,폴산,A11AKP08G3874
1953,I003412,피리독신염산염,A11AKP08G3874
1954,I004189,p-아미노벤조산,A11AKP08G3874
1955,I007860,베포타스틴베실산염,2017101100050
1956,I004527,베타히스틴염산염,A11AKP08G4477
1957,I004465,벤포티아민,2020112300008
1958,I003412,피리독신염산염,2020112300008
1959,I002541,니코틴산아미드,2022080200002
1960,I003529,리보플라빈,2022080200002
1961,I000703,시아노코발라민,2022080200002
1962,I004351,아스코르브산,2022080200002
1963,I004928,이노시톨,2022080200002
1964,I004645,콘드로이틴설페이트나트륨,2022080200002
1965,I000259,판토텐산칼슘,2022080200002
1966,I001642,푸르설티아민,2022080200002
1967,I003412,피리독신염산염,2022080200002
1968,I002717,γ-오리자놀,2022080200002
1969,I001697,은행엽,2023111700001
1970,I001699,인삼,2023111700001
1971,I007757,아세브로필린,2019110800013
1972,I000107,브로멜라인,2021022400002
1973,I002541,니코틴산아미드,2021033100002
1974,I003529,리보플라빈,2021033100002
1975,I004465,벤포티아민,2021033100002
1976,I000032,비오틴,2021033100002
1977,I001985,산화마그네슘,2021033100002
1978,I005885,산화아연,2021033100002
1979,I000703,시아노코발라민,2021033100002
1980,I004351,아스코르브산,2021033100002
1981,I005733,우르소데옥시콜산,2021033100002
1982,I005713,유비데카레논,2021033100002
1983,I004928,이노시톨,2021033100002
1984,I004642,콜린타르타르산염,2021033100002
1985,I000259,판토텐산칼슘,2021033100002
1986,I001587,폴산,2021033100002
1987,I003412,피리독신염산염,2021033100002
1988,I002717,γ-오리자놀,2021033100002
1989,I002541,니코틴산아미드,2017091900019
1990,I003529,리보플라빈,2017091900019
1991,I006525,리보플라빈부티레이트,2017091900019
1992,I004465,벤포티아민,2017091900019
1993,I000032,비오틴,2017091900019
1994,I005885,산화아연,2017091900019
1995,I012318,셀레늄함유건조효모,2017091900019
1996,I004351,아스코르브산,2017091900019
1997,I005733,우르소데옥시콜산,2017091900019
1998,I004928,이노시톨,2017091900019
1999,I000622,콜레칼시페롤,2017091900019
2000,I004642,콜린타르타르산염,2017091900019
2001,I001069,토코페롤아세테이트,2017091900019
2002,I000259,판토텐산칼슘,2017091900019
2003,I001587,폴산,2017091900019
2004,I003409,피리독살포스페이트수화물,2017091900019
2005,I003412,피리독신염산염,2017091900019
2006,I004819,히드록소코발라민아세트산염,2017091900019
2007,I002717,γ-오리자놀,2017091900019
2008,I002541,니코틴산아미드,2013041900009
2009,I003529,리보플라빈,2013041900009
2010,I000032,비오틴,2013041900009
2011,I000703,시아노코발라민,2013041900009
2012,I004351,아스코르브산,2013041900009
2013,I004928,이노시톨,2013041900009
2014,I004642,콜린타르타르산염,2013041900009
2015,I006606,티아민질산염,2013041900009
2016,I000259,판토텐산칼슘,2013041900009
2017,I001587,폴산,2013041900009
2018,I003412,피리독신염산염,2013041900009
2019,I002717,γ-오리자놀,2013041900009
2020,I003412,피리독신염산염,2013121200003
2021,I001118,건조황산제일철,A11AKP08G0286
2022,I002541,니코틴산아미드,A11AKP08G0286
2023,I006521,레티놀팔미테이트,A11AKP08G0286
2024,I003529,리보플라빈,A11AKP08G0286
2025,I001985,산화마그네슘,A11AKP08G0286
2026,I005885,산화아연,A11AKP08G0286
2027,I007347,산화제이구리,A11AKP08G0286
2028,I000703,시아노코발라민,A11AKP08G0286
2029,I004351,아스코르브산,A11AKP08G0286
2030,I006055,인산수소칼슘,A11AKP08G0286
2031,I001699,인삼,A11AKP08G0286
2032,I000622,콜레칼시페롤,A11AKP08G0286
2033,I001069,토코페롤아세테이트,A11AKP08G0286
2034,I006606,티아민질산염,A11AKP08G0286
2035,I000259,판토텐산칼슘,A11AKP08G0286
2036,I003412,피리독신염산염,A11AKP08G0286
2037,I002011,황산망간수화물,A11AKP08G0286
2038,I002541,니코틴산아미드,2021110500001
2039,I006525,리보플라빈부티레이트,2021110500001
2040,I004465,벤포티아민,2021110500001
2041,I000032,비오틴,2021110500001
2042,I001985,산화마그네슘,2021110500001
2043,I005885,산화아연,2021110500001
2044,I012318,셀레늄함유건조효모,2021110500001
2045,I004351,아스코르브산,2021110500001
2046,I005733,우르소데옥시콜산,2021110500001
2047,I005713,유비데카레논,2021110500001
2048,I004928,이노시톨,2021110500001
2049,I000622,콜레칼시페롤,2021110500001
2050,I004642,콜린타르타르산염,2021110500001
2051,I001069,토코페롤아세테이트,2021110500001
2052,I000259,판토텐산칼슘,2021110500001
2053,I001587,폴산,2021110500001
2054,I003409,피리독살포스페이트수화물,2021110500001
2055,I004819,히드록소코발라민아세트산염,2021110500001
2056,I002717,γ-오리자놀,2021110500001
2057,I002541,니코틴산아미드,2018011000007
2058,I003529,리보플라빈,2018011000007
2059,I004465,벤포티아민,2018011000007
2060,I000032,비오틴,2018011000007
2061,I005885,산화아연,2018011000007
2062,I000703,시아노코발라민,2018011000007
2063,I004351,아스코르브산,2018011000007
2064,I005733,우르소데옥시콜산,2018011000007
2065,I004928,이노시톨,2018011000007
2066,I000622,콜레칼시페롤,2018011000007
2067,I004642,콜린타르타르산염,2018011000007
2068,I001069,토코페롤아세테이트,2018011000007
2069,I000259,판토텐산칼슘,2018011000007
2070,I001587,폴산,2018011000007
2071,I003412,피리독신염산염,2018011000007
2072,I002717,γ-오리자놀,2018011000007
2073,I002541,니코틴산아미드,2021121600003
2074,I003529,리보플라빈,2021121600003
2075,I004465,벤포티아민,2021121600003
2076,I000032,비오틴,2021121600003
2077,I001985,산화마그네슘,2021121600003
2078,I005885,산화아연,2021121600003
2079,I012318,셀레늄함유건조효모,2021121600003
2080,I000703,시아노코발라민,2021121600003
2081,I004351,아스코르브산,2021121600003
2082,I005733,우르소데옥시콜산,2021121600003
2083,I005713,유비데카레논,2021121600003
2084,I004928,이노시톨,2021121600003
2085,I000622,콜레칼시페롤,2021121600003
2086,I004642,콜린타르타르산염,2021121600003
2087,I001069,토코페롤아세테이트,2021121600003
2088,I000259,판토텐산칼슘,2021121600003
2089,I001587,폴산,2021121600003
2090,I003412,피리독신염산염,2021121600003
2091,I002717,γ-오리자놀,2021121600003
2092,I001885,감초,A11AEEEEE0505
2093,I004272,당귀,A11AEEEEE0505
2094,I006344,맥문동,A11AEEEEE0505
2095,I008237,복신,A11AEEEEE0505
2096,I006648,산조인,A11AEEEEE0505
2097,I012234,원지,A11AEEEEE0505
2098,I006447,작약,A11AEEEEE0505
2099,I006250,절패모,A11AEEEEE0505
2100,I006519,지황,A11AEEEEE0505
2101,I006157,진피,A11AEEEEE0505
2102,I006158,천궁,A11AEEEEE0505
2103,I006174,황련,A11AEEEEE0505
2104,I003646,사포그릴레이트염산염,2020052200002
2105,I003646,사포그릴레이트염산염,2020021900019
2106,I012999,에독사반베실산염수화물,2023041300006
2107,I012999,에독사반베실산염수화물,2023041300005
2108,I012999,에독사반베실산염수화물,2022120600009
2109,I004465,벤포티아민,2020090300002
2110,I003412,피리독신염산염,2020090300002
2111,I002681,오메가3산에틸에스테르90,2020052200031
2112,I000383,세파클러수화물,2015102800006
2113,I001647,가벡세이트메실산염,A11A0350B0003
2114,I001849,레보세티리진염산염,2020010600007
2115,I000432,세프라딘수화물,A11A0340A0277
2116,I000432,세프라딘수화물,A11A0340A0279
2117,I000432,세프라딘수화물,A11A0340A0220
2118,I000432,세프라딘수화물,A11AFFFFF0135
2119,I002541,니코틴산아미드,2023031600001
2120,I003530,리보플라빈포스페이트나트륨,2023031600001
2121,I009402,인태반,2023031600001
2122,I000211,카페인무수물,2023031600001
2123,I006606,티아민질산염,2023031600001
2124,I003412,피리독신염산염,2023031600001
2125,I002817,아세트아미노펜,2014053000011
2126,I005571,트라마돌염산염,2014053000011
2127,I002817,아세트아미노펜,A11AKP07L0497
2128,I005571,트라마돌염산염,A11AKP07L0497
2129,I007295,프레드니솔론발레로아세테이트,A11AMMMMM1705
2130,I007295,프레드니솔론발레로아세테이트,2019102400024
2131,I003856,솔리페나신숙신산염,2020051800015
2132,I003856,솔리페나신숙신산염,2020051800014
2133,I007534,피타바스타틴칼슘,2013032500069
2134,I002817,아세트아미노펜,A11AKP08G3172
2135,I005571,트라마돌염산염,A11AKP08G3172
2136,I001885,감초,2009092300111
2137,I006474,길경,2009092300111
2138,I004272,당귀,2009092300111
2139,I003526,대황,2009092300111
2140,I001223,마황,2009092300111
2141,I006574,망초,2009092300111
2142,I002909,박하,2009092300111
2143,I006542,방풍,2009092300111
2144,IB00089,방풍통성산,2009092300111
2145,I006080,백출,2009092300111
2146,I012274,생강,2009092300111
2147,I000268,석고,2009092300111
2148,I006236,연교,2009092300111
2149,I006447,작약,2009092300111
2150,I006158,천궁,2009092300111
2151,I006252,치자,2009092300111
2152,I006547,형개,2009092300111
2153,I012278,활석 (滑石),2009092300111
2154,I006550,황금,2009092300111
2155,I003719,시메티콘,2019041600117
2156,I004154,알베린시트르산염,2019041600117
2157,I000494,시프로플록사신염산염수화물,2019031900036
2158,I004694,실로스타졸,2020021200008
2159,I003721,심바스타틴,2020021100001
2160,I001392,에제티미브,2020021100001
2161,I003721,심바스타틴,2019052400047
2162,I001392,에제티미브,2019052400047
2163,I003721,심바스타틴,2020021800010
2164,I001697,은행엽,A11APPPPP2238
2165,I004351,아스코르브산,A11AOOOOO7606
2166,I002817,아세트아미노펜,2020022500005
2167,I005571,트라마돌염산염,2020022500005
2168,I002817,아세트아미노펜,2020022500004
2169,I005571,트라마돌염산염,2020022500004
2170,I002817,아세트아미노펜,2020042300015
2171,I005571,트라마돌염산염,2020042300015
2172,I002817,아세트아미노펜,2020041700014
2173,I005571,트라마돌염산염,2020041700014
2174,I004369,아토르바스타틴칼슘수화물,2019050200095
2175,I004369,아토르바스타틴칼슘수화물,2019050200089
2176,I004075,알렌드론산나트륨수화물,2020031100013
2177,I012697,알티옥트산트로메타민,2019123100006
2178,I002541,니코틴산아미드,2016082600005
2179,I003529,리보플라빈,2016082600005
2180,I004465,벤포티아민,2016082600005
2181,I000032,비오틴,2016082600005
2182,I005885,산화아연,2016082600005
2183,I012318,셀레늄함유건조효모,2016082600005
2184,I000703,시아노코발라민,2016082600005
2185,I004351,아스코르브산,2016082600005
2186,I005733,우르소데옥시콜산,2016082600005
2187,I004928,이노시톨,2016082600005
2188,I004642,콜린타르타르산염,2016082600005
2189,I001069,토코페롤아세테이트,2016082600005
2190,I000259,판토텐산칼슘,2016082600005
2191,I001587,폴산,2016082600005
2192,I001642,푸르설티아민,2016082600005
2193,I003412,피리독신염산염,2016082600005
2194,I009617,암로디핀말레산염,2020022100011
2195,I012707,에스오메프라졸마그네슘이수화물,2018090300009
2196,I001228,에피나스틴염산염,2019021500046
2197,I001392,에제티미브,2020020500017
2198,I007902,시트룰린말산염,2018050300003
2199,I003587,로수바스타틴칼슘,2020120300012
2200,I002681,오메가3산에틸에스테르90,2020120300012
2201,I002681,오메가3산에틸에스테르90,2020022800019
2202,I002681,오메가3산에틸에스테르90,2020010700003
2203,I001985,산화마그네슘,2016102500006
2204,I001069,토코페롤아세테이트,2016102500006
2205,I006606,티아민질산염,2016102500006
2206,I003412,피리독신염산염,2016102500006
2207,I002717,γ-오리자놀,2016102500006
2208,I002684,오메프라졸,2020020500010
2209,I002665,오플록사신,2020031100012
2210,I002721,옥틸로늄브롬화물,2020032000014
2211,I002541,니코틴산아미드,2014072800040
2212,I003529,리보플라빈,2014072800040
2213,I000032,비오틴,2014072800040
2214,I000703,시아노코발라민,2014072800040
2215,I005733,우르소데옥시콜산,2014072800040
2216,I004928,이노시톨,2014072800040
2217,I004642,콜린타르타르산염,2014072800040
2218,I005414,티아민염산염,2014072800040
2219,I000259,판토텐산칼슘,2014072800040
2220,I001587,폴산,2014072800040
2221,I003412,피리독신염산염,2014072800040
2222,I002541,니코틴산아미드,2021082500007
2223,I003529,리보플라빈,2021082500007
2224,I004465,벤포티아민,2021082500007
2225,I000032,비오틴,2021082500007
2226,I005885,산화아연,2021082500007
2227,I012318,셀레늄함유건조효모,2021082500007
2228,I000703,시아노코발라민,2021082500007
2229,I004351,아스코르브산,2021082500007
2230,I005733,우르소데옥시콜산,2021082500007
2231,I004928,이노시톨,2021082500007
2232,I004642,콜린타르타르산염,2021082500007
2233,I001069,토코페롤아세테이트,2021082500007
2234,I000259,판토텐산칼슘,2021082500007
2235,I001587,폴산,2021082500007
2236,I003412,피리독신염산염,2021082500007
2237,I002541,니코틴산아미드,2009071505355
2238,I006521,레티놀팔미테이트,2009071505355
2239,I003529,리보플라빈,2009071505355
2240,I006173,무수황산제이구리,2009071505355
2241,I000032,비오틴,2009071505355
2242,I000703,시아노코발라민,2009071505355
2243,I000229,아스코르브산칼슘수화물,2009071505355
2244,I006055,인산수소칼슘,2009071505355
2245,I000622,콜레칼시페롤,2009071505355
2246,I001069,토코페롤아세테이트,2009071505355
2247,I006606,티아민질산염,2009071505355
2248,I000259,판토텐산칼슘,2009071505355
2249,I001587,폴산,2009071505355
2250,I001471,푸마르산철,2009071505355
2251,I003412,피리독신염산염,2009071505355
2252,I002011,황산망간수화물,2009071505355
2253,I005889,황산아연수화물,2009071505355
2254,I002541,니코틴산아미드,2009071505551
2255,I006521,레티놀팔미테이트,2009071505551
2256,I003529,리보플라빈,2009071505551
2257,I006173,무수황산제이구리,2009071505551
2258,I000032,비오틴,2009071505551
2259,I000229,아스코르브산칼슘수화물,2009071505551
2260,I006055,인산수소칼슘,2009071505551
2261,I000622,콜레칼시페롤,2009071505551
2262,I001069,토코페롤아세테이트,2009071505551
2263,I006606,티아민질산염,2009071505551
2264,I000259,판토텐산칼슘,2009071505551
2265,I001587,폴산,2009071505551
2266,I001471,푸마르산철,2009071505551
2267,I003412,피리독신염산염,2009071505551
2268,I002011,황산망간수화물,2009071505551
2269,I005889,황산아연수화물,2009071505551
2270,I005004,이르소글라딘말레산염,2019121800013
2271,I003795,이반드론산나트륨일수화물,2020011500006
2272,I005050,이토프리드염산염,2020012200033
2273,I004395,아젤라스틴염산염,2019030800035
2274,IB00084,맥문동탕,2016062800018
2275,I002817,아세트아미노펜,2016062800018
2276,I005512,티페피딘히벤즈산염,2016062800018
2277,I006391,DL-메틸에페드린염산염,2016062800018
2278,I000367,카르베딜롤,2019122000008
2279,I000367,카르베딜롤,2019122000007
2280,IC00035,당귀·모과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화,2020032700006
2281,I003108,피록시캄,2016120100032
2282,I004351,아스코르브산,2015120100014
2283,I002541,니코틴산아미드,2009071506047
2284,I006525,리보플라빈부티레이트,2009071506047
2285,I000703,시아노코발라민,2009071506047
2286,I004645,콘드로이틴설페이트나트륨,2009071506047
2287,I001069,토코페롤아세테이트,2009071506047
2288,I000259,판토텐산칼슘,2009071506047
2289,I001642,푸르설티아민,2009071506047
2290,I003412,피리독신염산염,2009071506047
2291,I002717,γ-오리자놀,2009071506047
2292,I002541,니코틴산아미드,2010111900009
2293,I006525,리보플라빈부티레이트,2010111900009
2294,I000259,판토텐산칼슘,2010111900009
2295,I001642,푸르설티아민,2010111900009
2296,I003412,피리독신염산염,2010111900009
2297,I002717,γ-오리자놀,2010111900009
2298,I002541,니코틴산아미드,2009071506046
2299,I006525,리보플라빈부티레이트,2009071506046
2300,I000703,시아노코발라민,2009071506046
2301,I004645,콘드로이틴설페이트나트륨,2009071506046
2302,I001069,토코페롤아세테이트,2009071506046
2303,I000259,판토텐산칼슘,2009071506046
2304,I001642,푸르설티아민,2009071506046
2305,I003412,피리독신염산염,2009071506046
2306,I002717,γ-오리자놀,2009071506046
2307,I003385,슈도에페드린염산염,pwtxqt8h0h1s4
2308,I002817,아세트아미노펜,pwtxqt8h0h1s4
2309,I004615,클로르페니라민말레산염,pwtxqt8h0h1s4
2310,I001784,구아이페네신,A11AJJJJJ0700
2311,I000860,덱스트로메토르판브롬화수소산염수화물,A11AJJJJJ0700
2312,I002817,아세트아미노펜,A11AJJJJJ0700
2313,I005957,세레콕시브,2020021800009
2314,I005957,세레콕시브,2020030900011
2315,I002541,니코틴산아미드,2018080900004
2316,I003529,리보플라빈,2018080900004
2317,I000703,시아노코발라민,2018080900004
2318,I004928,이노시톨,2018080900004
2319,I004645,콘드로이틴설페이트나트륨,2018080900004
2320,I000622,콜레칼시페롤,2018080900004
2321,I004642,콜린타르타르산염,2018080900004
2322,I000259,판토텐산칼슘,2018080900004
2323,I001642,푸르설티아민,2018080900004
2324,I003412,피리독신염산염,2018080900004
2325,I002717,γ-오리자놀,2018080900004
2326,I002541,니코틴산아미드,2012110500008
2327,I006525,리보플라빈부티레이트,2012110500008
2328,I000703,시아노코발라민,2012110500008
2329,I004645,콘드로이틴설페이트나트륨,2012110500008
2330,I000259,판토텐산칼슘,2012110500008
2331,I001642,푸르설티아민,2012110500008
2332,I003412,피리독신염산염,2012110500008
2333,I002717,γ-오리자놀,2012110500008
2334,I004465,벤포티아민,2015060300184
2335,I000703,시아노코발라민,2015060300184
2336,I004645,콘드로이틴설페이트나트륨,2015060300184
2337,I003412,피리독신염산염,2015060300184
2338,I002717,γ-오리자놀,2015060300184
2339,I002541,니코틴산아미드,A11AKP08G3875
2340,I006525,리보플라빈부티레이트,A11AKP08G3875
2341,I000703,시아노코발라민,A11AKP08G3875
2342,I004645,콘드로이틴설페이트나트륨,A11AKP08G3875
2343,I001069,토코페롤아세테이트,A11AKP08G3875
2344,I000259,판토텐산칼슘,A11AKP08G3875
2345,I001642,푸르설티아민,A11AKP08G3875
2346,I003412,피리독신염산염,A11AKP08G3875
2347,I002717,γ-오리자놀,A11AKP08G3875
2348,I002541,니코틴산아미드,A11AKP08G3876
2349,I006525,리보플라빈부티레이트,A11AKP08G3876
2350,I000703,시아노코발라민,A11AKP08G3876
2351,I004645,콘드로이틴설페이트나트륨,A11AKP08G3876
2352,I001069,토코페롤아세테이트,A11AKP08G3876
2353,I000259,판토텐산칼슘,A11AKP08G3876
